Subject,Distance,Context,ClassRef,RT,Vis
1,3,0,0,1.8985,1
1,1,1,0,1.1859,1
1,2,1,0,1.6649,1
1,3,1,0,2.7632,1
1,5,0,1,0.9565,1
1,4,0,1,1.5017,1
1,6,1,1,1.3197,1
1,2,0,0,0.98768,1
1,5,1,1,1.4107,1
1,1,0,0,1.0402,1
1,2,1,0,2.7738,1
1,6,0,1,0.79156,2
1,2,0,0,2.6865,2
1,4,1,1,1.369,2
1,3,0,0,1.2072,2
1,3,1,0,1.009,2
1,5,0,1,0.88075,2
1,6,1,1,1.7406,1
1,1,1,0,0.92605,1
1,1,0,0,1.1826,1
1,5,1,1,0.95655,2
1,6,1,1,0.85225,1
1,1,0,0,0.83553,2
1,1,1,0,0.88465,1
1,2,1,0,0.99655,1
1,3,0,0,0.87783,1
1,4,1,1,2.1786,1
1,4,0,1,1.5121,2
1,3,1,0,1.1679,1
1,5,0,0,2.3558,1
1,2,0,0,1.1025,1
1,6,0,1,0.85081,2
1,5,1,1,1.6854,1
1,2,0,0,0.71522,2
1,1,1,0,0.99775,1
1,3,1,0,0.90229,2
1,2,1,0,0.82002,1
1,3,0,0,1.1991,2
1,6,0,1,0.87713,1
1,5,0,1,0.68817,1
1,6,1,1,0.67756,1
1,1,0,0,0.64014,1
1,4,1,1,1.3646,2
1,5,0,1,0.89923,1
1,1,0,0,0.73512,1
1,4,1,1,1.203,2
1,2,0,0,2.2361,1
1,4,0,1,0.75796,1
1,2,1,0,0.85278,1
1,5,1,1,1.109,1
1,3,1,0,1.5559,1
1,6,0,1,0.7386,2
1,6,1,1,0.68596,1
1,3,0,0,1.5945,1
1,1,1,0,0.82841,1
1,3,0,0,0.84112,1
1,4,1,1,0.82013,2
1,2,0,0,0.74277,1
1,6,1,1,0.76068,1
1,1,0,0,1.7306,2
1,4,0,1,1.551,2
1,1,1,0,1.7435,2
1,5,1,1,0.73466,1
1,6,0,1,0.80516,1
1,3,1,0,0.92243,2
1,5,0,1,0.69347,2
1,4,1,1,0.75858,2
1,6,1,1,1.7711,2
1,4,0,1,1.6643,2
1,3,0,0,2.6014,2
1,2,1,0,0.8976,2
1,5,0,1,1.5804,2
1,1,1,0,0.91763,2
1,1,0,0,1.1115,2
