Subject,Distance,Context,ClassRef,RT,Vis
1,5,1,1,0.66452,1
1,1,0,0,0.55296,1
1,5,0,1,0.64501,1
1,5,1,1,0.78352,1
1,3,0,0,0.72471,1
1,1,0,0,0.70077,1
1,4,0,1,0.71258,1
1,1,1,0,0.65506,1
1,2,1,1,1.0809,1
1,3,1,0,0.89135,1
1,2,0,0,0.8887,1
1,6,1,1,0.64045,1
1,4,1,1,1.817,1
1,6,0,1,0.75688,1
1,3,1,0,0.74087,1
1,5,0,1,0.6793,1
1,2,1,0,0.59594,1
1,6,0,1,0.62315,1
1,1,0,0,0.64243,1
1,1,1,0,0.76177,1
1,3,0,0,1.2175,1
1,4,1,0,1.3107,1
1,6,1,1,0.6059,1
1,5,1,1,0.84181,1
1,2,0,0,0.59172,1
1,4,0,1,1.411,1
1,5,1,1,0.70368,1
1,3,0,0,0.58359,1
1,2,0,0,0.65001,1
1,4,1,1,0.8547,1
1,4,0,1,0.80715,1
1,1,1,0,0.55784,1
1,3,1,0,1.1317,1
1,1,0,0,0.69087,1
1,6,0,1,0.59885,1
1,5,0,1,0.83348,1
1,6,1,1,0.59192,1
1,2,1,0,0.64065,1
1,3,0,0,0.73165,1
1,3,1,0,0.7335,1
1,6,1,1,0.69287,1
1,1,0,0,1.0388,1
1,2,0,0,0.65523,1
1,1,1,0,0.7945,1
1,2,1,0,0.61186,1
1,4,0,1,1.0436,1
1,4,1,0,0.8776,1
1,5,1,1,0.63482,1
1,5,0,1,0.88338,1
1,6,0,1,0.60263,1
1,3,1,0,0.6144,1
1,2,1,0,0.73317,1
1,6,1,1,0.67568,1
1,3,0,0,0.69345,1
1,4,1,1,0.81347,1
1,1,0,0,0.63134,1
1,2,0,0,0.47849,1
1,1,1,0,0.5125,1
1,5,0,1,0.58432,1
1,6,0,1,0.57025,1
1,5,1,1,0.56292,1
1,4,0,0,0.79757,1
1,4,1,1,0.66945,1
1,2,1,0,0.64724,1
1,3,0,0,0.94979,1
1,2,0,0,1.1104,1
1,6,0,1,0.55961,1
1,5,1,1,0.65294,1
1,3,1,0,0.68211,1
1,4,0,1,0.95458,1
1,1,1,0,0.70392,1
1,6,1,1,0.5505,1
1,5,0,1,0.66497,1
1,1,0,0,0.5542,1
1,5,1,1,0.59684,1
1,3,0,0,0.60867,1
1,1,1,0,0.82591,1
1,5,0,1,0.68514,1
1,4,1,0,1.4271,1
1,3,1,0,1.7917,1
1,6,1,1,0.59478,1
1,1,0,0,0.49471,1
1,2,1,0,0.63662,1
1,6,0,1,0.53585,1
1,2,0,0,0.9451,1
1,4,0,1,0.72295,1
1,3,1,0,1.7027,1
1,6,1,1,0.73746,1
1,3,0,0,0.77733,1
1,5,1,1,0.6879,1
1,6,0,1,0.64383,1
1,4,1,0,0.87958,1
1,4,0,0,1.1335,1
1,1,0,0,0.81071,1
1,2,0,0,0.7552,1
1,2,1,0,0.95356,1
1,5,0,1,0.73955,1
1,3,1,0,0.78264,1
1,1,0,0,0.81787,1
1,4,1,0,0.80327,1
1,6,1,1,0.52164,1
1,3,0,0,0.68239,1
1,2,1,0,0.76427,1
1,2,0,0,0.7802,1
1,5,0,1,0.73597,1
1,1,1,0,0.62265,1
1,4,0,0,0.77258,1
1,5,1,1,0.71631,1
1,6,0,1,0.63964,1
1,6,1,1,0.52425,1
1,3,1,0,0.63338,1
1,2,1,0,0.70992,1
1,2,0,0,0.6385,1
1,3,0,0,0.61517,1
1,4,0,1,0.64366,1
1,5,1,1,0.73892,1
1,5,0,1,0.58889,1
1,1,1,0,0.59006,1
1,4,1,0,0.82409,1
1,6,0,1,0.78865,1
1,1,0,0,0.60854,1
1,3,1,0,0.56231,1
1,4,1,0,0.72372,1
1,3,0,0,0.73488,1
1,5,1,0,0.59674,1
1,5,0,1,0.5306,1
1,2,0,0,0.76523,1
1,1,1,0,0.72432,1
1,6,1,1,0.69487,1
1,4,0,1,0.79276,1
1,6,0,1,0.57735,1
1,1,0,0,0.5759,1
1,2,1,0,0.76847,1
1,1,0,0,0.70844,1
1,1,1,0,0.54895,1
1,3,0,0,0.52486,1
1,2,1,0,0.59221,1
1,6,1,1,0.58615,1
1,4,0,1,0.76727,1
1,6,0,1,0.6279,1
1,2,0,0,0.5671,1
1,4,1,0,1.0677,1
1,5,0,1,0.56902,1
1,5,1,1,0.67747,1
1,3,1,0,1.0527,1
1,1,0,0,0.84592,1
1,5,1,1,0.60989,1
1,5,0,1,0.86775,1
1,6,0,1,0.55698,1
1,1,1,0,0.53689,1
1,3,1,0,0.72017,1
