Subject,Distance,Context,ClassRef,RT,Vis
5,3,1,1,NaN,1
5,2,0,1,0.83593,1
5,1,1,0,2.387,1
5,6,1,1,0.80359,1
5,2,1,1,1.6768,1
5,6,0,0,0.83812,1
5,5,1,1,0.63059,1
5,1,0,0,0.626,1
5,4,1,0,0.89049,1
5,4,0,1,0.67122,1
5,3,0,0,0.69496,1
5,5,0,0,1.0729,1
5,3,1,0,0.58292,1
5,5,0,0,0.89741,1
5,2,1,0,0.99608,1
5,6,0,0,1.0073,1
5,4,0,0,0.84444,1
5,1,1,0,0.64684,1
5,5,1,1,0.74692,1
5,6,1,1,0.6323,1
5,1,0,1,0.59816,1
5,2,0,1,0.87746,1
5,3,0,1,0.54538,1
5,4,1,1,0.56049,1
5,2,0,1,1.5204,1
5,6,0,0,0.56511,1
5,2,1,0,0.81104,1
5,6,1,1,0.49947,1
5,3,1,0,0.62607,1
5,5,0,0,0.696,1
5,4,0,0,0.72265,1
5,3,0,1,0.60596,1
5,5,1,1,0.59584,1
5,1,1,0,0.61315,1
5,4,1,0,0.80318,1
5,1,0,1,0.92223,1
5,5,1,1,0.47882,1
5,2,1,0,0.55086,1
5,6,1,1,0.57273,1
5,2,0,1,0.56056,1
5,1,0,1,0.79511,1
5,4,1,1,0.59055,1
5,5,0,0,0.6171,1
5,6,0,0,0.57486,1
5,1,1,0,1.0088,1
5,3,1,1,0.5494,1
5,3,0,0,0.66599,1
5,4,0,0,0.67337,1
5,2,1,0,0.54996,1
5,5,0,0,0.63776,1
5,1,1,1,0.94445,1
5,3,1,1,0.91323,1
5,1,0,0,0.78088,1
5,6,0,0,0.81545,1
5,6,1,1,0.75072,1
5,5,1,1,0.7813,1
5,3,0,1,0.56653,1
5,4,0,1,0.57714,1
5,2,0,0,0.69907,1
5,4,1,1,0.75232,1
5,5,0,0,0.64846,1
5,4,1,1,0.55298,1
5,3,0,1,0.60953,1
5,4,0,0,0.50678,1
5,5,1,1,0.58537,1
5,2,1,0,0.53599,1
5,1,0,1,0.62994,1
5,6,1,1,0.52853,1
5,1,1,1,NaN,1
5,2,0,1,0.73232,1
5,3,1,1,0.56946,1
5,6,0,0,0.63687,1
5,1,1,0,0.58691,1
5,5,0,0,0.55395,1
5,6,0,0,0.58381,1
5,1,0,1,0.64838,1
5,3,1,0,0.46563,1
5,4,1,1,0.5837,1
6,3,1,0,1.5153,2
6,2,0,0,0.70533,1
6,1,1,0,0.61708,2
6,6,1,0,1.5124,2
6,2,1,0,0.73501,2
6,6,0,1,0.59693,2
6,5,1,0,0.61605,2
6,1,0,0,0.37877,1
6,4,1,1,0.60327,1
6,4,0,0,0.82664,1
6,3,0,1,0.45658,2
6,5,0,0,0.37205,1
6,3,1,0,0.43165,2
6,5,0,0,0.42758,1
6,2,1,0,0.42634,2
6,6,0,0,0.4381,1
6,4,0,1,0.5808,2
6,1,1,0,3.0181,1
6,5,1,0,0.85989,2
6,6,1,1,0.6825,2
6,1,0,1,0.52857,2
6,2,0,1,1.1315,2
6,3,0,1,0.62549,2
6,4,1,0,0.57331,2
6,2,0,1,0.59607,2
6,6,0,0,0.54333,1
6,2,1,0,0.63724,2
6,6,1,1,0.7037,1
6,3,1,0,0.52561,2
6,5,0,0,0.80696,1
6,4,0,1,0.79213,2
6,3,0,1,0.81139,2
6,5,1,1,0.50629,3
6,1,1,0,0.57197,2
6,4,1,1,0.61317,1
6,1,0,1,0.60608,2
6,5,1,1,0.73642,1
6,2,1,0,0.60904,2
6,6,1,0,1.7335,2
6,2,0,0,0.56203,2
6,1,0,1,0.46061,2
6,4,1,1,1.15,1
6,5,0,1,0.65642,2
6,6,0,1,0.87514,1
6,1,1,0,0.68192,2
6,3,1,0,0.57754,2
6,3,0,1,0.84542,2
6,4,0,0,0.60466,1
6,2,1,0,0.47659,2
6,5,0,1,0.76883,2
6,1,1,1,0.7011,1
6,3,1,0,0.62123,2
6,1,0,1,0.70231,2
6,6,0,0,0.59837,1
6,6,1,1,0.76703,1
6,5,1,1,0.64564,1
6,3,0,1,0.56155,1
6,4,0,1,0.58127,2
6,2,0,1,0.77339,2
6,4,1,1,0.55979,1
6,5,0,1,0.57572,1
6,4,1,0,0.38097,2
6,3,0,1,0.51619,2
6,4,0,1,0.55489,1
6,5,1,0,0.53165,2
6,2,1,0,0.59732,1
6,1,0,1,0.60658,1
6,6,1,1,0.60048,2
6,1,1,0,0.58709,2
6,2,0,1,0.57836,2
6,3,1,0,0.63026,2
6,6,0,0,1.1189,1
6,1,1,0,0.64018,2
6,5,0,1,0.73468,1
6,6,0,1,0.64274,2
6,1,0,1,0.6452,1
6,3,1,0,0.65106,1
6,4,1,1,0.66104,1
6,2,0,1,0.53221,2
6,5,1,1,0.64345,1
6,6,1,1,0.67206,2
6,3,0,1,0.5813,3
6,2,1,0,0.51055,3
6,4,0,1,0.58044,2
6,6,1,0,0.77242,1
6,5,0,1,0.5777,2
6,3,1,0,0.59903,2
6,1,1,0,0.63018,2
6,3,0,0,0.6674,2
6,5,1,0,0.73082,1
6,6,0,1,0.57861,1
6,1,0,1,0.69336,2
6,4,1,0,0.60929,2
6,2,1,0,0.59902,2
6,4,0,1,0.5412,2
6,2,0,1,0.56625,2
6,4,1,1,0.9975,1
6,3,1,0,0.64209,2
6,6,1,0,0.5888,1
6,6,0,1,0.61952,1
6,1,0,1,0.55263,2
6,5,0,1,0.55774,1
6,5,1,0,0.80031,2
6,3,0,1,0.58451,2
6,2,1,0,0.79949,2
6,1,1,0,0.6188,2
6,4,0,0,0.59666,1
6,2,0,1,0.59056,1
6,5,1,0,0.63045,2
6,4,0,0,0.51194,1
6,3,0,0,0.70975,2
6,2,1,1,0.52772,2
6,1,0,1,0.5176,1
6,6,1,0,0.54145,1
6,2,0,1,0.56332,1
6,1,1,0,0.62265,1
6,3,1,0,0.56531,1
6,4,1,1,0.70662,2
6,5,0,0,1.1938,1
6,6,0,1,0.549,1
6,5,1,0,0.3904,1
6,3,1,0,0.55816,1
6,1,0,1,0.71966,1
6,4,1,1,0.58141,1
6,1,1,0,0.56518,1
6,3,0,1,0.82976,2
6,6,1,1,0.79175,1
6,6,0,0,0.47758,1
6,2,1,0,0.65482,2
6,5,0,0,0.76164,1
6,4,0,1,0.5646,2
6,2,0,0,0.43321,1
6,3,1,1,0.51108,1
6,6,1,1,0.403,1
6,4,0,0,0.69828,2
6,1,1,0,0.4555,2
6,6,0,0,0.58675,1
6,2,1,0,0.62528,2
6,2,0,1,0.57195,2
6,4,1,1,0.57803,2
6,1,0,1,0.58657,2
6,5,0,0,0.65408,1
6,5,1,0,0.39285,1
6,3,0,1,0.57155,1
6,5,1,0,0.50382,2
6,1,1,0,0.62211,2
6,1,0,1,0.49734,2
6,5,0,1,0.70996,1
6,2,1,0,0.48519,2
6,3,0,1,0.53708,2
6,6,1,0,0.55725,2
6,3,1,0,0.78558,2
6,4,1,0,0.61119,2
6,4,0,1,0.48548,2
6,6,0,1,NaN,1
6,2,0,1,0.55663,2
6,6,1,1,0.47737,1
6,3,0,0,0.59052,2
6,3,1,0,0.57114,2
6,1,1,0,0.53907,1
6,1,0,1,0.53833,1
6,6,0,0,0.63844,1
6,5,0,0,0.51352,1
6,5,1,1,0.45406,1
6,4,1,1,0.73126,1
6,4,0,0,0.48445,1
6,2,1,0,0.57323,1
6,2,0,1,0.58313,2
6,4,1,0,0.48027,2
6,3,1,0,0.50419,2
6,5,1,1,0.73227,2
6,3,0,1,0.64406,2
6,6,1,0,0.77475,1
6,1,1,0,0.72525,2
6,2,0,1,0.5705,2
6,6,0,0,0.58043,1
6,1,0,1,0.97529,2
6,2,1,0,0.57363,2
6,4,0,1,0.54749,2
6,5,0,1,0.65474,2
6,3,1,0,0.69834,2
6,5,1,1,0.67066,1
6,5,0,0,0.51719,2
6,2,0,1,0.64973,1
6,4,0,1,0.52634,1
6,4,1,1,0.46027,1
6,6,1,1,0.59282,1
6,6,0,0,0.58686,1
6,2,1,0,0.47207,1
7,3,1,0,1.0328,1
7,2,0,1,0.65929,1
7,1,1,0,0.61257,1
7,6,1,1,0.86321,2
7,2,1,1,1.0158,1
7,6,0,1,0.58895,1
7,5,1,0,0.85951,1
7,1,0,1,0.60682,1
7,4,1,0,1.1259,1
7,4,0,0,0.69716,2
7,3,0,1,0.99573,1
7,5,0,1,0.55448,1
7,3,1,0,0.68975,1
7,5,0,1,0.84242,1
7,2,1,0,1.2101,1
7,6,0,0,0.48012,1
7,4,0,0,0.5172,1
7,1,1,1,0.91039,1
7,5,1,0,0.47097,1
7,6,1,0,0.47288,1
7,1,0,1,0.40624,1
7,2,0,1,0.28827,1
7,3,0,1,0.39272,1
7,4,1,1,0.26655,1
7,2,0,1,0.26989,1
7,6,0,1,0.21313,1
7,2,1,0,0.275,1
7,6,1,0,0.24425,1
7,3,1,0,0.23151,1
7,5,0,1,0.35893,1
7,4,0,1,0.31612,1
7,3,0,1,0.44938,1
7,5,1,0,0.33501,1
7,1,1,1,0.61984,1
7,4,1,0,0.73508,1
7,1,0,0,0.66038,1
7,5,1,0,0.36895,1
7,2,1,0,0.33485,1
7,6,1,0,0.21739,1
7,2,0,1,0.6766,1
7,1,0,1,0.44798,1
7,4,1,1,0.41785,1
7,5,0,0,0.45773,1
7,6,0,0,0.59862,1
7,1,1,0,0.2889,1
7,3,1,0,0.19083,1
7,3,0,1,0.2039,1
7,4,0,1,0.47729,1
7,2,1,0,0.30718,1
7,5,0,0,0.42048,1
7,1,1,0,0.26439,1
7,3,1,0,0.1983,1
7,1,0,1,0.23833,1
7,6,0,1,0.30557,1
7,6,1,0,0.19412,1
7,5,1,0,0.18306,1
7,3,0,1,0.26342,1
7,4,0,1,0.18306,1
7,2,0,1,0.18306,1
7,4,1,0,0.19975,1
7,5,0,1,0.47634,1
7,4,1,0,0.42436,1
7,3,0,1,0.41823,1
7,4,0,1,0.28548,1
7,5,1,0,0.21071,1
7,2,1,0,0.204,1
7,1,0,1,0.18306,1
7,6,1,0,0.18306,1
7,1,1,0,0.44699,1
7,2,0,1,0.20178,1
7,3,1,0,0.27307,1
7,6,0,1,0.24565,1
7,1,1,0,0.26215,1
7,5,0,1,0.21285,1
7,6,0,1,0.23403,1
7,1,0,1,0.18306,1
7,3,1,0,0.18306,1
7,4,1,0,0.18306,1
7,2,0,1,0.46904,1
7,5,1,0,0.2583,1
8,3,1,1,2.7712,1
8,2,0,1,0.94297,1
8,1,1,0,4.4135,1
8,6,1,1,4.7671,1
8,2,1,0,1.3962,1
8,6,0,0,0.56738,1
8,5,1,0,7.2518,1
8,1,0,1,2.7635,1
8,4,1,0,1.3306,1
8,4,0,0,0.76704,1
8,3,0,1,0.63633,1
8,5,0,0,0.52291,1
8,3,1,0,0.6242,1
8,5,0,0,1.2193,1
8,2,1,0,0.75306,1
8,6,0,0,0.4971,1
8,4,0,0,6.0808,1
8,1,1,0,1.0067,1
8,5,1,1,0.46173,1
8,6,1,1,0.54291,1
8,1,0,1,1.0541,1
8,2,0,1,0.68057,1
8,3,0,0,1.1319,1
8,4,1,1,0.55584,1
8,2,0,1,0.83442,1
8,6,0,0,0.56878,1
8,2,1,0,2.7654,1
8,6,1,1,0.56053,1
8,3,1,0,0.75913,1
8,5,0,0,0.53034,1
8,4,0,0,0.53096,1
8,3,0,1,0.63161,1
8,5,1,1,0.50157,1
8,1,1,1,0.43553,1
8,4,1,1,1.2727,1
8,1,0,1,0.47251,1
8,5,1,1,0.43377,1
8,2,1,0,0.60168,1
8,6,1,1,0.41745,1
8,2,0,1,0.43553,1
8,1,0,1,0.40794,1
8,4,1,1,0.55403,1
8,5,0,0,0.51707,1
8,6,0,0,0.37631,1
8,1,1,0,0.40301,1
8,3,1,0,0.42551,1
8,3,0,1,0.5581,1
8,4,0,1,1.5055,1
8,2,1,0,0.57401,1
8,5,0,0,0.62312,1
8,1,1,0,0.60511,1
8,3,1,1,1.1316,1
8,1,0,1,0.43539,1
8,6,0,0,0.43937,1
8,6,1,1,0.38083,1
8,5,1,1,0.36467,1
8,3,0,1,0.47926,1
8,4,0,0,1.0344,1
8,2,0,1,0.86958,1
8,4,1,0,1.5261,1
8,5,0,0,0.73068,1
8,4,1,1,0.5892,1
8,3,0,1,0.57245,1
8,4,0,0,0.5158,1
8,5,1,1,0.46227,1
8,2,1,0,0.41815,1
8,1,0,1,0.54873,1
8,6,1,0,2.3733,1
8,1,1,0,1.3372,1
8,2,0,1,0.49101,1
8,3,1,0,0.40823,1
8,6,0,0,0.49082,1
8,1,1,0,0.50821,1
8,5,0,0,0.47012,1
8,6,0,0,0.41186,1
8,1,0,1,0.4777,1
8,3,1,0,0.56518,1
8,4,1,1,0.3696,1
1,3,1,1,1.3697,1
1,2,0,0,2.3389,1
1,1,1,0,3.3278,2
1,6,1,1,1.4383,1
1,2,1,1,1.7881,2
1,6,0,0,2.6125,2
1,5,1,1,3.1636,2
1,1,0,0,2.4834,1
1,4,1,1,4.9458,1
1,4,0,0,2.4188,1
1,3,0,0,2.2073,1
1,5,0,1,1.401,1
1,3,1,0,1.6862,2
1,5,0,1,2.1781,1
1,2,1,1,1.1678,1
1,6,0,0,0.8904,1
1,4,0,1,3.0322,1
1,1,1,0,1.3562,1
1,5,1,1,1.2646,1
1,6,1,1,NaN,1
1,1,0,0,1.1216,1
1,2,0,1,0.76897,1
1,3,0,1,0.82133,1
1,4,1,0,1.66,1
1,2,0,0,0.5958,1
1,6,0,0,0.86986,1
1,2,1,1,0.9269,1
1,6,1,1,0.85355,1
1,3,1,0,1.1448,1
1,5,0,1,1.0807,1
1,4,0,0,0.73381,1
1,3,0,1,0.50308,1
1,5,1,0,0.48965,1
1,1,1,0,0.75824,1
1,4,1,0,0.69215,1
1,1,0,0,0.6222,1
1,5,1,0,0.80327,1
1,2,1,1,0.31266,1
1,6,1,0,0.77254,1
1,2,0,0,0.61707,1
1,1,0,1,0.59692,1
1,4,1,1,NaN,1
1,5,0,0,0.58131,1
1,6,0,1,0.30998,1
1,1,1,1,NaN,1
1,3,1,0,0.34916,1
1,3,0,0,0.39842,1
1,4,0,0,0.98363,1
1,2,1,0,0.68874,1
1,5,0,0,1.0481,1
1,1,1,0,0.66053,1
1,3,1,1,0.60185,1
1,1,0,1,0.9745,1
1,6,0,0,0.7011,1
1,6,1,0,0.55687,1
1,5,1,1,0.68085,1
1,3,0,1,0.7387,1
1,4,0,0,0.75537,1
1,2,0,1,0.63926,1
1,4,1,0,0.18306,1
1,5,0,0,0.35699,1
1,4,1,1,0.76368,1
1,3,0,1,0.28819,1
1,4,0,0,0.65595,1
1,5,1,1,0.55534,1
1,2,1,0,0.90111,1
1,1,0,0,0.30183,1
1,6,1,0,0.37838,1
1,1,1,1,0.49422,1
1,2,0,1,0.78562,1
1,3,1,0,0.76672,1
1,6,0,0,0.50053,1
1,1,1,0,0.43311,1
1,5,0,1,0.46305,1
1,6,0,0,0.29775,1
1,1,0,1,0.55688,1
1,3,1,1,0.5948,1
1,4,1,0,1.4148,1
1,2,0,0,2.2559,1
1,5,1,0,0.31574,1
1,6,1,1,0.40369,1
1,3,0,1,0.39897,1
1,2,1,1,0.76826,1
1,4,0,0,NaN,1
1,6,1,0,0.36808,1
9,6,0,1,1.88,2
9,5,0,1,3.2885,1
9,6,1,1,NaN,1
9,4,0,1,1.8347,1
9,3,0,0,NaN,2
9,3,1,0,4.3989,3
9,1,1,1,1.7814,3
9,2,0,1,NaN,3
9,5,1,1,2.0289,3
9,2,1,0,1.4402,3
9,4,1,0,1.9653,3
9,1,0,0,2.69,1
9,3,1,1,1.3038,1
9,6,0,0,1.3383,2
9,4,1,0,5.7174,2
9,1,0,0,2.8778,2
9,2,1,1,1.0757,2
9,2,0,1,1.6609,2
9,5,1,1,1.1254,2
9,3,0,1,NaN,3
9,5,0,0,1.7576,1
9,6,1,1,NaN,3
9,4,0,1,10.064,2
9,1,1,0,0.85624,2
9,6,0,1,1.1501,2
9,2,1,1,1.766,1
9,4,0,1,1.1977,1
9,1,0,0,0.6703,2
9,3,0,1,0.9462,2
9,3,1,1,0.72146,1
9,5,0,0,0.79873,2
9,6,1,1,0.6999,1
9,2,0,1,1.0919,3
9,1,1,1,1.5764,2
9,5,1,1,1.5183,1
9,4,1,1,1.3281,1
9,4,0,0,1.4887,1
9,4,1,0,1.5605,2
9,1,1,1,1.3605,1
9,2,1,1,3.2557,2
9,2,0,0,2.7067,1
9,3,1,1,2.3779,1
9,6,0,1,0.72636,1
9,5,1,1,1.0209,1
9,3,0,1,1.7295,2
9,5,0,1,0.91469,2
9,1,0,1,0.83922,2
9,6,1,1,0.5971,1
9,3,0,0,0.66632,2
9,1,1,0,0.70224,1
9,2,1,1,0.88694,1
9,4,1,1,0.47754,1
9,1,0,0,0.65932,1
9,6,0,0,0.60858,1
9,6,1,1,0.85916,1
9,5,1,0,0.87503,2
9,3,1,1,0.7037,1
9,5,0,0,0.82487,1
9,4,0,0,0.85606,1
9,2,0,1,0.89667,2
9,1,1,1,0.72861,1
9,5,0,1,0.7953,1
9,1,0,0,0.74771,2
9,5,1,1,0.9025,2
9,2,1,0,0.76034,2
9,4,0,0,0.63087,1
9,2,0,0,0.8561,1
9,6,0,0,0.5786,1
9,6,1,1,0.99319,2
9,4,1,1,0.38308,1
9,3,0,1,0.9131,2
9,3,1,1,0.74566,1
9,6,0,0,0.75548,1
9,2,1,1,NaN,2
9,5,1,0,1.5199,1
9,6,1,1,2.6644,1
9,4,0,0,0.71894,1
9,3,0,1,0.59957,2
9,4,1,1,0.55224,1
9,2,0,0,0.85748,1
9,5,0,0,1.0179,1
9,1,1,1,7.8051,1
9,1,0,1,1.4934,1
9,3,1,1,NaN,2
9,1,0,1,0.85076,2
9,6,1,1,1.1495,1
9,4,1,1,1.1534,1
9,2,0,1,0.87267,2
9,3,0,1,0.75854,2
9,3,1,0,0.73054,2
9,6,0,0,0.86096,2
9,1,1,0,0.81484,3
9,5,0,0,1.9647,2
9,4,0,1,1.8394,2
9,5,1,1,0.88918,2
9,2,1,0,0.80639,2
9,5,0,0,0.99171,2
9,3,1,1,1.0348,2
9,2,0,1,0.87938,2
9,6,0,0,0.83337,1
9,2,1,0,0.89589,2
9,1,0,1,0.85985,2
9,1,1,0,1.0183,2
9,6,1,1,0.79755,1
9,5,1,1,1.0069,1
9,3,0,1,0.87885,2
9,4,0,0,0.99268,1
9,4,1,1,0.7445,1
9,3,0,1,0.7991,2
9,5,1,1,0.68965,1
9,4,1,1,0.69689,1
9,4,0,0,0.74495,1
9,3,1,0,1.1462,2
9,2,0,0,0.84277,1
9,5,0,0,0.97654,1
9,1,0,1,0.73191,2
9,6,1,1,0.79984,1
9,1,1,0,0.70694,2
9,2,1,0,0.72565,2
9,6,0,0,1.2082,1
9,4,1,1,0.87141,1
9,2,0,0,0.98064,2
9,2,1,0,1.4119,2
9,4,0,0,0.9171,1
9,5,0,0,0.66486,1
9,3,1,1,0.79677,2
9,5,1,1,0.53748,1
9,3,0,0,1.378,2
9,1,0,1,0.74932,2
9,6,0,0,0.68395,1
9,6,1,1,1.6437,2
9,1,1,0,0.70172,2
9,6,0,0,1.2055,1
9,1,1,0,0.93076,2
9,4,0,0,1.912,2
9,2,1,0,0.74918,2
9,5,1,1,1.1004,2
9,1,0,1,0.80962,2
9,6,1,1,0.93963,1
9,3,1,1,0.87811,1
9,4,1,1,1.3674,2
9,5,0,0,0.58208,2
9,3,0,1,0.82801,2
9,2,0,1,0.57713,2
9,2,1,0,0.77051,2
9,6,0,0,0.58098,1
9,5,1,1,0.73221,1
9,1,0,1,0.74008,2
9,3,0,1,0.71867,2
9,4,0,0,0.77795,1
9,3,1,0,0.76724,2
9,6,1,1,0.79091,1
9,2,0,1,0.70171,2
9,4,1,0,0.83762,2
9,1,1,0,0.72821,2
9,5,0,0,0.8313,1
9,6,1,1,0.74992,1
9,3,0,1,0.80917,2
9,6,0,0,0.62791,1
9,5,0,0,0.72434,1
9,5,1,1,0.73353,2
9,3,1,0,0.70618,2
9,4,0,0,0.66342,2
9,2,0,1,0.72879,2
9,4,1,0,0.72061,2
9,1,1,0,0.76043,2
9,1,0,1,0.59911,2
9,2,1,0,0.61767,2
9,1,0,1,0.60691,2
9,1,1,0,0.65417,2
9,6,0,0,0.60471,1
9,3,1,0,0.76795,2
9,2,1,0,1.1571,2
9,5,0,0,0.7738,1
9,4,0,0,1.2197,2
9,4,1,1,4.7729,2
9,5,1,1,1.0259,1
9,2,0,1,2.3292,1
9,3,0,0,0.77239,2
9,6,1,1,0.67896,2
9,3,0,0,0.69343,2
9,1,1,0,1.7281,2
9,6,0,0,0.9273,1
10,3,1,0,0.89693,2
10,2,0,1,0.49217,2
10,1,1,0,0.47842,2
10,6,1,1,0.51002,2
10,2,1,0,0.47156,2
10,6,0,0,0.76659,2
10,5,1,0,0.59505,2
10,1,0,1,0.43432,2
10,4,1,0,0.54157,2
10,4,0,1,0.69422,2
10,3,0,1,0.6008,2
10,5,0,1,0.59067,2
10,3,1,0,0.57666,2
10,5,0,1,0.7119,2
10,2,1,0,0.50717,2
10,6,0,1,0.64048,2
10,4,0,1,0.47567,2
10,1,1,0,0.50016,2
10,5,1,1,0.76152,2
10,6,1,0,1.5861,2
10,1,0,1,0.54239,2
10,2,0,1,0.6503,1
10,3,0,1,0.43366,1
10,4,1,0,0.48361,1
10,2,0,1,0.45869,1
10,6,0,1,0.64473,1
10,2,1,0,0.51121,1
10,6,1,0,0.69392,1
10,3,1,0,0.48783,1
10,5,0,1,0.51697,1
10,4,0,1,0.45253,1
10,3,0,1,0.39628,1
10,5,1,0,0.45161,1
10,1,1,0,0.41271,1
10,4,1,0,0.40744,1
10,1,0,1,0.40191,1
10,5,1,0,0.35914,1
10,2,1,0,0.40774,1
10,6,1,1,0.55919,1
10,2,0,1,0.43022,1
10,1,0,1,0.47014,1
10,4,1,0,0.39874,1
10,5,0,1,0.49014,1
10,6,0,1,0.39003,1
10,1,1,0,0.37919,1
10,3,1,0,0.42645,1
10,3,0,1,0.52245,1
10,4,0,1,0.40109,1
10,2,1,0,0.36961,1
10,5,0,1,0.37477,1
10,1,1,0,0.3967,1
10,3,1,0,0.40329,1
10,1,0,1,0.3879,1
10,6,0,0,0.55921,1
10,6,1,1,0.53256,1
10,5,1,0,0.45167,1
10,3,0,1,0.62798,1
10,4,0,1,0.58997,1
10,2,0,1,0.39223,1
10,4,1,0,0.41817,1
10,5,0,0,0.47997,1
10,4,1,0,0.42389,1
10,3,0,1,0.45247,1
10,4,0,1,0.60773,1
10,5,1,0,0.69845,1
10,2,1,0,0.42222,1
10,1,0,1,0.39482,1
10,6,1,1,0.57018,1
10,1,1,0,0.40741,1
10,2,0,1,0.39992,1
10,3,1,0,0.46319,1
10,6,0,0,0.56851,1
10,1,1,0,0.40981,1
10,5,0,1,0.4183,1
10,6,0,0,0.52683,1
10,1,0,1,0.43214,1
10,3,1,0,0.57674,1
10,4,1,0,0.67675,1
10,2,0,1,0.43053,1
10,5,1,0,0.41116,1
10,6,1,1,0.54249,1
10,3,0,1,0.55241,1
10,2,1,0,0.44032,1
10,4,0,1,0.379,1
10,6,1,1,0.52619,1
10,5,0,0,0.64599,1
10,3,1,1,2.2012,1
10,1,1,0,0.50046,1
10,3,0,1,0.39039,1
10,5,1,0,0.68892,2
10,6,0,0,0.669,2
10,1,0,1,0.50742,1
10,4,1,0,0.53468,1
10,2,1,0,0.47191,1
10,4,0,1,0.51519,1
10,2,0,1,0.39061,1
10,4,1,0,0.34245,1
10,3,1,0,0.38363,1
10,6,1,1,0.55956,1
10,6,0,1,0.55265,1
10,1,0,1,0.42806,1
10,5,0,1,0.4015,1
10,5,1,0,0.37939,1
11,3,1,0,0.77339,1
11,2,0,1,0.73519,1
11,1,1,0,1.3952,1
11,6,1,1,0.75167,1
11,2,1,0,0.56766,1
11,6,0,0,0.68017,1
11,5,1,0,0.66071,1
11,1,0,1,0.48186,1
11,4,1,0,0.60313,1
11,4,0,1,0.83698,1
11,3,0,1,1.2922,1
11,5,0,1,0.69225,1
11,3,1,0,0.38478,1
11,5,0,1,0.35391,1
11,2,1,0,0.5192,1
11,6,0,0,0.58115,1
11,4,0,1,0.4811,1
11,1,1,0,0.42951,1
11,5,1,0,0.34679,1
11,6,1,0,0.60535,1
11,1,0,1,0.52331,1
11,2,0,1,0.3986,1
11,3,0,1,0.53709,1
11,4,1,0,0.46643,1
11,2,0,1,0.37173,1
11,6,0,1,0.96282,1
11,2,1,0,0.478,1
11,6,1,1,0.80923,1
11,3,1,0,0.48052,1
11,5,0,1,0.37374,1
11,4,0,1,0.44115,1
11,3,0,1,0.51761,1
11,5,1,0,0.52765,1
11,1,1,0,0.52153,1
11,4,1,0,0.38264,1
11,1,0,1,0.41129,1
11,5,1,0,0.65909,1
11,2,1,0,0.50904,1
11,6,1,1,0.60617,1
11,2,0,1,0.48277,1
11,1,0,1,0.84599,1
11,4,1,0,0.50929,1
11,5,0,1,0.77122,1
11,6,0,0,0.64632,1
11,1,1,0,3.1289,1
11,3,1,0,0.94267,1
11,3,0,1,0.66524,1
11,4,0,1,NaN,1
11,2,1,0,0.72563,1
11,5,0,0,0.75566,1
11,1,1,0,0.52887,1
11,3,1,0,0.48813,1
11,1,0,1,0.52673,1
