Subject,Distance,Context,Resp13,RT,Vis
5,1,1,0,0.35962,1
5,4,0,0,0.2942,1
5,6,1,1,0.49786,1
5,4,0,0,0.37052,1
5,4,1,1,0.20909,1
5,2,1,1,0.27423,1
5,6,1,0,0.2187,1
5,3,1,0,0.18327,1
5,4,0,1,0.66519,1
5,6,0,1,0.71712,1
5,5,1,0,0.46829,1
5,1,1,0,0.46826,1
5,6,0,0,0.40023,2
5,3,1,1,0.41466,1
5,2,0,1,0.35857,1
5,2,0,1,0.31521,1
5,4,1,1,0.34914,1
5,5,0,0,0.78149,1
5,6,0,0,0.26213,1
5,6,1,1,0.31326,1
5,2,1,1,0.39794,1
5,4,1,1,1.3251,2
5,3,1,0,0.55469,1
5,2,0,0,0.35806,1
5,2,0,0,0.45731,1
5,6,0,1,0.34641,1
6,1,0,0,3.3037,3
6,2,1,1,1.4764,2
6,2,0,0,1.3782,1
6,3,0,1,1.1942,1
6,1,0,0,1.3982,1
6,3,1,1,1.2452,1
6,1,1,0,1.3307,2
6,4,0,1,1.652,1
6,2,1,1,1.6297,2
6,1,0,1,1.1436,1
6,4,1,1,0.63672,1
6,3,0,0,0.71735,1
6,3,0,0,1.0015,1
6,6,1,1,0.66059,1
6,4,0,1,0.74064,1
6,5,0,1,0.78311,1
6,2,1,1,1.4863,2
6,6,0,1,0.74824,1
6,4,1,0,1.0606,2
6,6,1,1,0.79449,1
6,6,0,1,0.83625,1
6,3,0,0,0.56156,1
6,4,1,0,0.99737,1
6,1,0,1,0.56242,1
6,1,1,1,0.58645,1
6,2,1,1,1.259,2
6,5,0,1,0.79476,1
6,4,0,1,0.5961,1
6,4,1,0,0.66253,1
6,2,1,1,0.44993,1
6,1,0,0,0.5369,1
6,5,1,0,0.49067,1
6,4,1,1,0.71789,1
6,3,1,0,0.83589,1
6,5,0,0,0.58835,1
6,6,0,1,0.18327,1
6,3,1,1,0.53686,1
6,2,1,1,0.39009,1
6,5,1,1,1.4206,1
6,3,1,1,0.69422,1
6,6,1,1,0.76558,1
6,4,1,0,1.0188,1
6,2,0,1,0.92313,1
6,3,1,0,0.9211,1
6,2,0,1,1.2008,1
6,2,1,0,0.7527,2
6,4,1,1,1.2665,1
6,5,1,1,0.72217,2
6,4,1,1,1.3419,1
6,2,0,1,0.63988,1
6,3,1,0,1.1884,1
6,6,1,0,0.70684,1
6,4,1,0,1.0035,2
6,1,0,0,0.92328,1
6,3,1,1,0.67533,1
6,3,0,1,0.66696,1
6,4,0,0,0.27573,1
6,6,0,0,0.84835,1
6,6,1,1,0.5808,1
6,5,1,1,0.69339,1
6,1,0,1,0.81162,1
6,3,0,0,0.50943,1
6,6,0,1,0.91341,1
6,3,1,1,0.65713,1
6,5,1,1,1.2612,2
6,6,0,1,1.0183,1
6,4,1,0,0.55081,1
6,2,1,0,0.49999,1
6,3,1,1,0.60183,2
6,2,0,0,0.78724,1
6,1,0,1,0.6316,1
6,2,0,0,0.58136,1
6,6,0,0,0.59201,1
6,2,1,1,0.94512,1
6,3,1,1,0.58512,1
6,2,1,1,1.2921,1
6,2,0,0,0.84329,1
6,3,1,1,1.095,2
6,4,1,1,0.6648,1
6,1,1,1,0.98115,1
6,5,0,1,0.60445,1
6,5,1,0,0.64778,1
6,4,0,1,0.56432,1
6,3,1,1,1.2374,2
6,6,0,0,0.79582,1
6,5,1,1,0.49102,1
6,6,1,0,0.72402,1
6,3,0,0,0.69056,1
6,5,0,1,0.65506,1
6,2,1,1,0.30217,1
6,3,1,1,0.86218,2
6,5,0,0,1.0733,2
6,2,1,1,0.80889,1
6,1,1,1,0.59553,1
6,5,0,0,0.56078,1
6,4,1,1,0.80196,1
6,1,0,0,0.69113,1
6,6,1,0,1.7043,1
6,1,0,0,1.1375,2
6,4,1,1,1.5219,1
6,1,0,0,0.93773,2
6,2,0,0,1.1237,1
6,1,1,1,0.84287,2
6,6,0,0,0.62316,1
6,6,0,0,0.54638,1
6,6,1,0,0.68692,1
6,6,1,1,0.9972,2
6,1,1,1,0.82701,2
6,5,0,0,1.1908,2
6,4,0,0,0.84067,1
6,6,1,0,0.94789,1
6,5,1,1,0.72293,1
6,3,0,1,0.67228,1
6,6,0,1,0.6814,1
6,2,0,0,0.53318,1
6,4,0,0,0.57842,1
6,1,0,0,1.3336,2
6,1,1,0,1.2568,1
6,3,1,1,0.86137,1
6,3,1,1,0.8886,1
6,1,1,0,0.85943,1
7,4,0,0,1.6366,1
7,2,0,0,2.8438,3
7,2,1,1,0.98256,1
7,1,1,1,1.2073,1
7,4,0,0,2.9182,3
7,6,1,0,0.69683,1
7,4,0,1,1.4172,1
7,6,0,1,0.88176,1
7,4,0,0,1.3669,2
7,5,1,0,0.82617,1
7,5,1,1,0.60266,1
7,1,1,0,0.7158,1
7,1,0,0,0.57504,2
7,3,0,0,0.66681,2
7,5,0,0,0.64523,2
7,1,1,1,0.61058,1
7,4,1,1,0.9799,2
7,6,1,0,0.71752,1
7,1,0,0,1.1799,2
7,6,0,0,1.0135,2
7,4,1,1,0.82277,1
7,4,0,0,1.2986,3
7,1,1,1,1.1978,1
7,1,1,0,1.0961,2
7,5,1,1,0.99406,2
7,6,0,0,1.1406,2
7,6,1,1,0.73783,1
7,6,1,0,1.2923,2
7,5,0,0,0.90271,2
7,3,1,0,0.70923,2
7,1,0,0,0.58651,2
7,2,1,1,0.99897,2
7,5,1,0,0.69404,2
7,6,1,0,0.90307,1
7,2,1,0,0.66374,1
7,4,1,0,0.98333,1
7,5,1,0,0.78178,1
7,4,1,0,0.96972,1
7,1,1,1,0.85884,1
7,4,0,0,0.76883,2
7,6,0,0,0.6212,3
7,1,1,0,0.65981,1
7,2,0,0,0.49305,2
7,2,0,0,0.5318,2
7,4,1,0,0.74294,1
7,2,0,0,0.58669,3
7,6,0,0,0.64526,2
7,2,1,1,0.68051,1
7,3,1,1,0.65212,1
7,6,0,0,0.50324,1
7,2,0,0,0.4779,2
7,4,1,0,0.62361,1
7,5,1,1,0.67415,1
7,1,1,1,0.65888,1
7,6,0,0,0.6165,2
7,5,0,0,0.52518,2
7,5,1,1,0.61231,1
7,4,1,1,0.52953,1
7,5,0,1,0.60075,2
7,5,1,1,1.3504,1
7,1,0,0,0.55505,2
7,5,0,0,0.62431,2
7,4,1,1,0.95532,2
7,2,1,0,0.97724,2
7,5,1,0,0.97104,1
7,1,0,0,0.54027,2
7,2,1,0,0.69805,1
7,3,1,1,0.66926,1
7,1,0,0,0.77257,2
7,5,1,1,1.0457,2
7,2,0,0,0.64433,2
7,6,0,1,0.74878,1
7,3,0,0,0.67733,1
7,5,1,0,1.1713,1
7,3,1,0,1.0752,2
7,6,1,0,0.9891,1
7,3,0,0,0.57166,2
7,4,0,0,0.59221,2
7,1,0,0,0.54282,2
7,1,1,0,0.77047,1
7,6,1,1,0.49459,1
7,6,0,0,0.57562,2
7,1,1,1,0.74139,1
7,1,1,1,0.54735,1
7,4,1,1,0.64128,1
7,3,0,0,0.87966,2
7,2,1,1,0.67395,2
7,2,1,1,0.95151,1
7,6,0,0,0.62806,1
7,4,1,1,1.0132,1
7,3,0,0,0.54781,1
7,3,1,1,1.2842,1
7,2,1,0,1.1754,1
7,2,0,0,0.60197,1
7,4,1,1,0.58246,1
7,6,0,0,0.61428,1
7,4,1,0,0.8835,1
7,2,1,0,1.0246,1
7,3,0,0,0.72444,2
7,3,0,0,0.63156,2
7,1,1,1,0.68226,1
7,1,1,1,0.64014,1
7,3,0,0,0.76792,1
7,1,1,0,0.53245,1
7,4,1,1,0.62566,1
7,1,0,0,1.1109,1
7,1,0,0,0.51084,1
7,5,1,0,0.58993,2
7,4,0,0,0.61068,1
7,5,1,0,0.52579,1
7,1,1,0,0.41842,1
7,1,0,0,0.70825,2
7,4,0,0,0.95004,2
7,2,1,1,0.56507,1
7,4,1,1,1.0924,1
7,1,1,1,1.0468,1
7,4,0,0,0.52679,1
7,2,0,0,0.49064,1
7,3,1,0,0.67776,1
7,5,0,0,1.4416,1
7,6,1,1,1.0829,1
7,4,0,0,0.47204,2
7,3,0,0,0.89861,1
7,4,1,1,0.72656,1
7,6,1,1,0.72772,1
7,1,0,0,0.59362,2
7,2,1,1,0.59215,1
7,1,0,0,1.1069,2
7,3,1,1,0.6161,1
7,2,0,0,0.44831,2
7,2,1,1,0.78499,1
7,3,1,1,0.65612,1
7,4,0,0,0.53794,2
7,6,1,1,0.70174,2
7,1,0,1,0.46226,1
7,2,0,0,0.4283,2
7,6,1,1,0.76021,1
7,5,0,0,0.50267,2
7,6,1,0,0.9266,1
7,5,0,0,0.61884,2
7,3,0,0,0.54347,2
7,3,1,1,0.63127,1
7,4,0,0,0.51031,2
7,4,1,1,0.73429,1
7,5,0,0,0.90882,2
7,3,1,1,1.2827,1
7,2,0,0,0.63404,2
7,4,1,0,1.0684,1
7,3,1,0,0.5404,1
7,3,1,1,0.57813,1
7,2,0,0,0.80147,2
7,3,0,0,0.82659,3
7,5,1,1,0.55517,1
7,3,0,0,0.53569,2
7,3,0,0,1.1862,1
7,2,1,0,0.72216,1
7,5,0,0,0.53732,2
7,6,1,1,0.60294,1
7,3,0,0,0.48224,2
7,2,0,0,0.56339,3
7,2,1,1,0.61549,1
7,4,1,1,0.54933,1
7,1,1,1,0.59166,1
7,4,0,0,0.80354,2
7,6,0,0,0.62209,1
7,3,1,1,0.83591,1
7,6,0,1,0.59278,1
7,3,0,0,0.6277,2
7,6,0,0,0.63911,1
7,3,1,0,0.52894,1
7,2,1,1,0.5682,1
7,4,1,0,0.51577,2
7,4,0,0,0.5596,2
7,6,1,1,0.39615,2
7,6,0,0,0.51168,1
7,6,1,1,1.5809,1
7,5,1,1,0.63881,1
