Subject,Distance,Context,Style,Item,ClassRef,RT,Vis
1,3,0,0,12,1,1.0502,3
1,2,0,0,9,0,0.88145,4
1,1,0,0,7,1,0.83011,3
1,1,0,0,11,1,1.8766,3
1,2,1,0,7,1,1.3024,3
1,2,1,0,8,1,0.9456,4
1,2,1,0,11,1,0.90826,4
1,3,1,0,10,1,1.03,4
1,2,1,0,12,1,1.1907,4
1,1,1,0,7,1,0.91698,4
1,3,1,0,9,1,0.95967,4
1,3,1,0,11,1,1.0207,4
1,1,0,0,10,0,1.2127,4
1,1,1,0,9,1,0.92994,4
1,1,0,0,8,0,0.90333,4
1,3,0,0,10,1,1.9063,3
1,3,0,0,8,0,0.91326,4
1,2,0,0,11,1,2.1859,3
1,2,0,0,8,0,0.87438,4
1,3,0,0,9,0,0.80757,4
1,3,1,0,12,1,0.94495,4
1,1,0,0,9,0,0.87873,4
1,3,0,0,11,1,1.1966,3
1,1,1,0,11,1,1.1199,4
1,2,0,0,12,1,1.1676,3
1,3,1,0,7,1,1.4216,4
1,2,1,0,9,1,1.0142,4
1,3,1,0,8,1,1.4665,4
1,1,1,0,12,1,1.2146,4
1,3,0,0,7,1,1.7571,3
1,2,0,0,7,1,1.2048,3
1,2,1,0,10,1,1.0238,4
1,1,0,0,12,1,0.99587,3
1,1,1,0,10,1,1.3277,4
1,1,1,0,8,1,1.0908,4
1,2,0,0,10,0,1.4563,4
1,2,1,0,8,1,1.0995,4
1,2,1,0,10,1,1.0567,4
1,1,1,0,8,1,1.6365,4
1,3,0,0,10,1,1.7572,3
1,3,1,0,12,1,0.95817,4
1,2,0,0,12,1,1.3168,3
1,2,1,0,11,1,0.97108,4
1,3,1,0,10,1,1.0496,4
1,3,1,0,8,1,0.98617,4
1,1,0,0,11,1,2.0574,3
1,1,0,0,12,1,1.1413,3
1,2,0,0,7,1,1.5232,3
1,2,0,0,8,0,1.1783,4
1,1,0,0,7,1,1.1268,4
1,3,0,0,8,0,1.0374,3
1,3,0,0,12,1,1.396,3
1,1,1,0,9,1,1.2198,4
1,1,1,0,7,1,1.4889,4
1,1,1,0,12,1,1.7068,4
1,3,1,0,11,1,0.85073,4
1,3,0,0,9,0,0.83998,4
1,1,0,0,10,0,1.4511,4
1,1,0,0,9,0,1.7836,4
1,2,1,0,7,1,0.88668,4
1,3,0,0,11,1,1.6947,3
1,3,1,0,7,1,1.1232,4
1,1,1,0,11,1,1.007,4
1,2,0,0,9,0,0.93572,4
1,2,0,0,10,0,2.071,4
1,2,1,0,9,1,0.91592,4
1,3,0,0,7,1,1.1594,3
1,2,0,0,11,1,1.2103,3
1,2,1,0,12,1,1.0604,4
1,1,0,0,8,0,0.8495,4
1,3,1,0,9,1,0.72534,4
1,1,1,0,10,1,1.0654,4
1,1,1,1,2,0,1.5099,3
1,2,1,1,4,1,2.0998,4
1,1,1,1,6,0,2.1681,3
1,1,1,1,4,1,1.7629,4
1,1,0,1,5,0,1.051,4
1,2,0,1,1,1,1.7383,3
1,1,1,1,3,1,1.0416,4
1,1,0,1,6,0,1.1387,4
1,1,0,1,4,0,1.3806,4
1,2,0,1,6,0,1.1018,4
1,3,0,1,2,0,1.101,4
1,3,1,1,5,1,1.2483,4
1,3,0,1,3,1,1.3008,3
1,3,1,1,4,1,1.1786,4
1,2,1,1,3,1,0.99659,4
1,2,0,1,3,1,1.6408,3
1,3,0,1,6,0,1.5901,4
1,2,1,1,2,0,1.6013,3
1,2,1,1,1,1,1.5045,4
1,2,0,1,2,0,1.1027,4
1,2,1,1,5,1,1.3477,4
1,3,1,1,6,1,1.5467,4
1,1,1,1,1,1,0.95273,4
1,1,1,1,5,1,0.97044,4
1,3,1,1,3,1,0.9651,4
1,3,1,1,1,1,1.0504,4
1,1,0,1,1,1,1.1579,3
1,2,1,1,6,1,2.0278,4
1,3,0,1,1,1,1.0721,3
1,2,0,1,5,0,1.7925,4
1,1,0,1,2,0,1.5547,4
1,2,1,1,3,1,1.3004,4
1,3,0,1,1,1,1.143,3
1,2,1,1,4,1,1.0415,4
1,1,0,1,1,1,0.92744,3
1,3,1,1,6,1,0.90248,4
1,1,0,1,2,0,0.91907,4
1,1,1,1,5,0,1.5469,3
1,1,0,1,3,1,0.96941,3
1,2,0,1,1,1,0.84131,3
1,3,0,1,5,0,1.6198,4
1,2,0,1,6,1,1.0357,4
1,2,1,1,2,0,1.015,4
1,1,1,1,1,1,1.5054,4
1,2,1,1,6,1,0.84726,4
1,3,1,1,3,1,0.95935,4
1,3,1,1,1,1,0.98249,4
1,2,0,1,2,0,0.83372,4
1,3,0,1,6,0,1.5727,4
1,2,1,1,1,1,0.79472,4
1,3,1,1,4,1,1.1567,4
1,1,1,1,3,1,1.3432,4
1,3,0,1,4,0,1.7965,4
1,1,0,1,5,0,1.6595,3
1,3,0,1,3,1,1.3253,3
1,3,1,1,2,0,1.562,3
1,1,0,1,6,0,1.1285,4
1,3,0,1,2,0,0.75896,4
1,1,1,1,6,1,2.1121,3
1,2,1,1,5,0,1.6818,3
1,2,0,1,4,0,1.4816,3
1,1,0,1,4,0,1.4161,3
1,1,1,1,2,0,0.78192,3
1,2,0,1,5,0,1.4196,3
1,1,1,1,4,1,0.89622,4
1,2,0,1,3,1,1.436,3
1,1,1,1,4,1,1.2261,4
1,1,1,1,1,1,0.87945,4
1,1,1,1,2,0,0.92534,3
1,3,1,1,3,1,0.91583,3
1,3,1,1,2,0,1.1242,3
1,2,0,1,6,0,1.0325,4
1,2,1,1,6,1,1.2925,4
1,1,0,1,5,0,1.4885,4
1,2,0,1,1,1,0.90171,3
1,3,1,1,1,1,1.0488,4
1,1,0,1,4,0,1.1022,4
1,1,1,1,6,1,1.4333,4
1,3,0,1,2,0,1.0277,3
1,3,1,1,6,1,0.94619,4
1,2,0,1,5,0,1.4463,3
1,3,0,1,6,0,2.1041,4
1,1,0,1,1,1,1.3018,3
1,2,1,1,5,0,1.165,3
1,1,0,1,2,0,1.1149,4
1,1,1,1,5,0,1.4835,3
1,3,0,1,4,0,1.1307,4
1,2,0,1,3,1,1.2694,3
1,3,0,1,1,1,1.1598,3
1,3,0,1,3,1,0.86028,3
1,3,1,1,5,0,2.0557,3
1,2,1,1,2,0,1.5413,3
1,3,1,1,4,1,0.92263,4
1,2,1,1,1,1,0.90388,4
1,1,0,1,3,1,1.079,3
1,2,0,1,2,0,1.163,4
1,3,0,1,5,0,1.3189,3
1,2,0,1,4,0,0.89202,4
1,2,1,1,3,1,1.0099,3
1,2,1,1,4,1,1.259,4
1,1,0,1,6,0,1.5403,4
1,1,1,1,3,1,1.0512,3
1,3,1,1,4,1,1.2606,4
1,2,0,1,2,0,1.1345,4
1,2,0,1,3,1,0.76184,3
1,2,0,1,6,0,1.0018,4
1,3,0,1,4,0,1.0889,4
1,1,0,1,6,0,1.0008,4
1,2,1,1,1,1,0.89662,4
1,1,0,1,5,0,0.87514,3
1,1,1,1,1,1,0.79707,4
1,1,0,1,1,1,0.79601,3
1,2,0,1,4,0,1.2148,4
1,3,0,1,6,0,1.0112,4
1,2,1,1,3,1,0.88503,3
1,1,1,1,5,0,1.3904,4
1,2,1,1,2,0,0.87684,4
1,2,1,1,5,0,1.1367,3
1,1,1,1,4,1,0.94934,4
1,2,1,1,6,1,1.743,4
1,2,0,1,5,0,1.2383,3
1,3,0,1,2,0,0.90233,3
1,3,1,1,1,1,0.72549,4
1,2,1,1,4,1,0.7593,4
1,1,0,1,3,1,0.91722,3
1,3,0,1,1,1,1.0232,3
1,1,0,1,4,0,0.841,4
1,1,1,1,2,0,0.90364,3
1,2,0,1,1,1,0.95287,3
1,3,0,1,3,1,0.87882,3
1,3,0,1,5,0,1.1339,3
1,3,1,1,2,0,0.78262,3
1,3,1,1,6,1,1.2757,4
1,3,1,1,5,0,1.049,3
1,1,1,1,6,1,1.3847,4
1,3,1,1,3,1,1.1673,4
1,1,0,1,2,0,0.9612,4
1,1,1,1,3,1,1.2243,3
1,3,0,1,6,0,2.4524,4
1,2,1,1,2,0,1.0541,4
1,3,1,1,3,1,1.1373,3
1,1,0,1,2,0,0.98203,4
1,2,1,1,1,1,0.84254,4
1,3,0,1,3,1,1.3663,3
1,2,1,1,4,1,0.977,4
1,3,1,1,2,0,0.85435,4
1,1,0,1,1,1,0.82405,3
1,3,1,1,4,1,0.87534,4
1,1,0,1,3,1,1.4133,3
1,3,0,1,5,0,1.277,3
1,1,1,1,2,0,0.945,3
1,2,1,1,3,1,1.25,4
1,1,1,1,6,1,0.84654,4
1,3,0,1,2,0,0.79836,4
1,1,1,1,4,1,0.73767,4
1,2,1,1,5,0,1.0529,3
1,3,1,1,1,1,0.95877,4
1,1,0,1,5,0,0.866,3
1,2,0,1,6,0,1.2931,4
1,2,0,1,3,1,0.89438,3
1,1,0,1,6,0,1.2176,4
1,1,1,1,1,1,0.86878,4
1,1,1,1,5,0,0.94659,3
1,3,1,1,6,1,0.85984,4
1,2,0,1,1,1,0.90971,3
1,3,1,1,5,0,1.177,3
1,2,0,1,2,0,1.254,4
1,2,1,1,6,1,1.1873,4
1,3,0,1,4,0,1.0764,4
1,3,0,1,1,1,1.3258,3
1,2,0,1,5,0,1.181,3
1,1,1,1,3,1,1.114,4
1,1,0,1,4,0,0.94747,4
1,2,0,1,4,0,1.1144,4
1,1,1,1,5,0,0.88325,3
1,1,0,1,3,1,1.1532,3
1,1,0,1,5,0,0.84696,3
1,1,0,1,4,0,0.93896,4
1,1,1,1,6,1,0.95747,4
1,2,0,1,4,0,0.84592,4
1,3,1,1,5,0,1.0494,3
1,2,1,1,2,0,1.0439,4
1,1,0,1,1,1,1.2105,3
1,3,1,1,4,1,1.117,4
1,2,1,1,1,1,0.78706,4
1,3,1,1,3,1,1.0586,4
1,3,0,1,5,0,1.0707,4
1,1,1,1,4,1,0.93653,4
1,3,1,1,1,1,0.83563,4
1,2,1,1,5,0,0.85153,3
1,3,0,1,4,0,1.2,4
1,1,1,1,1,1,1.2355,4
1,1,1,1,2,0,0.87456,4
1,1,0,1,6,0,1.141,4
1,2,1,1,3,1,1.1124,4
1,1,0,1,2,0,1.1222,4
1,2,0,1,5,0,1.0007,3
1,2,0,1,2,0,0.98568,4
1,2,0,1,6,0,1.013,4
1,2,0,1,1,1,1.357,3
1,1,1,1,3,1,1.0527,4
1,2,1,1,4,1,0.82866,4
1,3,0,1,6,0,1.3565,4
1,3,1,1,6,1,0.92163,4
1,2,0,1,3,1,1.2189,3
1,3,1,1,2,0,1.4666,4
1,3,0,1,3,1,0.98924,3
1,3,0,1,1,1,1.0565,3
1,3,0,1,2,0,0.89564,4
1,2,1,1,6,1,0.79536,4
1,3,0,1,2,0,0.90154,4
1,1,0,1,5,0,0.91406,3
1,1,1,1,2,0,0.95528,4
1,2,0,1,1,1,0.74724,4
1,2,0,1,3,1,0.98384,3
1,2,0,1,6,0,1.2249,4
1,2,0,1,4,0,1.1335,4
1,2,0,1,2,0,1.0842,4
1,1,1,1,1,1,0.82069,4
1,3,0,1,6,0,0.95458,4
1,1,0,1,6,0,0.84951,4
1,1,0,1,1,1,1.1723,3
1,2,1,1,4,1,1.3281,4
1,2,1,1,3,1,1.0519,4
1,2,1,1,5,0,1.4404,3
1,2,1,1,1,1,0.90916,4
1,3,1,1,6,1,1.1915,4
1,3,1,1,1,1,1.2054,4
1,2,1,1,6,1,1.2564,4
1,3,0,1,3,1,1.4512,3
1,3,1,1,4,1,0.84877,4
1,2,1,1,2,0,0.91324,4
1,1,1,1,4,1,0.88463,4
1,1,1,1,6,1,0.82542,4
1,1,1,1,5,0,1.3537,3
1,3,0,1,5,0,1.4621,3
1,3,0,1,1,1,1.0733,3
1,1,0,1,2,0,1.0544,4
1,3,1,1,2,0,1.1803,3
1,3,0,1,4,0,0.88346,4
1,1,0,1,3,1,0.93146,3
1,2,0,1,5,0,1.0593,3
1,1,0,1,4,0,1.1412,4
1,3,1,1,3,1,0.90104,4
1,3,1,1,5,0,1.167,3
1,1,1,1,3,1,1.2382,3
1,3,1,1,4,1,0.98553,4
1,1,1,1,1,1,0.68204,4
1,2,0,1,1,1,1.0232,3
1,2,1,1,1,1,0.82831,4
1,2,1,1,5,0,0.94369,3
1,1,0,1,6,0,1.2135,4
1,2,0,1,3,1,1.1539,3
1,2,0,1,4,0,0.87782,4
1,3,0,1,2,0,0.89958,4
1,3,0,1,3,1,1.0463,3
1,1,1,1,2,0,0.84821,3
1,1,0,1,4,0,0.85263,4
1,1,0,1,1,1,0.8945,3
1,3,1,1,6,1,0.71323,4
1,3,1,1,5,0,0.81982,3
1,3,0,1,4,0,1.1136,4
1,1,0,1,2,0,0.88358,4
1,3,0,1,5,0,0.82194,3
1,3,1,1,1,1,0.84308,4
1,1,1,1,5,0,0.87969,3
1,3,1,1,2,0,1.0451,3
1,2,1,1,6,1,0.90426,4
1,2,1,1,3,1,0.90202,4
1,2,0,1,6,0,1.178,4
1,1,1,1,3,1,1.1445,4
1,2,1,1,2,0,1.997,3
1,2,0,1,5,0,1.0917,3
1,1,0,1,3,1,1.1468,3
1,3,0,1,1,1,1.104,3
1,1,1,1,6,1,1.2447,4
1,1,0,1,5,0,0.86725,3
1,2,1,1,4,1,0.97638,4
1,3,0,1,6,0,1.167,4
1,1,1,1,4,1,0.98097,4
1,2,0,1,2,0,0.86148,4
1,3,1,1,3,1,0.95725,4
2,2,1,1,4,1,1.5231,4
2,1,1,1,1,1,1.6989,4
2,1,1,1,3,1,1.1041,3
2,1,0,1,2,0,1.4951,4
2,3,1,1,1,1,1.3454,4
2,3,0,1,6,0,1.8511,4
2,2,1,1,6,0,0.82088,2
2,3,0,1,5,0,0.94066,4
2,3,1,1,6,0,0.90119,3
2,3,1,1,5,0,0.89304,2
2,3,0,1,1,1,1.0513,1
2,1,0,1,3,1,1.9448,1
2,2,1,1,5,0,1.0126,2
2,1,1,1,2,0,0.68638,1
2,1,1,1,4,1,0.84343,3
2,3,0,1,2,0,0.76619,1
2,3,0,1,3,1,0.73032,1
2,2,0,1,4,1,0.87496,1
2,3,1,1,2,1,1.2142,4
2,3,0,1,4,1,0.83063,1
2,2,0,1,1,1,1.0705,1
2,2,1,1,3,1,1.7601,1
2,2,0,1,2,0,2.1441,3
2,2,0,1,3,1,1.0933,2
2,2,0,1,5,0,0.80833,4
2,2,0,1,6,0,1.0684,3
2,2,1,1,1,1,0.83815,4
2,3,1,1,4,1,0.79839,4
2,1,0,1,5,0,0.66023,4
2,3,1,1,3,1,1.24,4
2,1,0,1,6,0,0.72427,4
2,2,1,1,2,0,1.0123,2
2,1,0,1,4,0,1.1762,2
2,1,0,1,1,0,1.8405,1
2,1,1,1,5,0,1.2785,3
2,1,0,1,1,1,1.7352,1
2,2,1,1,6,0,0.93223,1
2,1,0,1,4,0,1.0829,2
2,3,0,1,6,0,1.8227,2
2,3,0,1,4,0,1.0499,2
2,3,1,1,2,1,1.297,3
2,3,1,1,5,0,0.90221,2
2,2,1,1,4,1,0.96521,1
2,2,1,1,1,1,1.9258,3
2,1,1,1,3,1,1.3576,4
2,2,1,1,5,0,0.7621,4
2,3,0,1,3,0,1.2906,1
2,1,0,1,2,0,0.97142,4
2,3,0,1,5,0,1.0067,4
2,2,0,1,1,0,1.6822,4
2,1,0,1,5,0,0.77533,4
2,1,1,1,1,1,1.2245,4
2,2,0,1,6,0,0.71706,4
2,3,1,1,6,0,1.1418,1
2,3,0,1,2,0,1.1207,4
2,2,1,1,3,1,1.1413,4
2,1,0,1,6,0,0.60634,4
2,2,0,1,4,0,0.91359,4
2,3,1,1,1,0,1.9199,2
2,2,0,1,5,0,1.1519,4
2,2,0,1,3,1,2.0563,1
2,3,1,1,4,1,1.9368,2
2,1,1,1,4,1,1.2177,2
2,1,1,1,5,0,1.781,3
2,3,1,1,3,1,1.4195,4
2,1,1,1,2,0,1.2419,3
2,1,1,1,6,0,1.2886,2
2,3,0,1,1,0,1.8978,4
2,2,1,1,2,0,1.2369,1
2,1,0,1,3,0,1.2321,4
2,2,0,1,4,0,0.89675,4
2,3,1,1,6,0,1.0179,1
2,2,0,1,2,0,1.1159,2
2,1,1,1,1,1,1.4594,3
2,1,1,1,6,0,1.2227,4
2,3,0,1,3,1,2.115,1
2,3,0,1,6,0,1.0082,2
2,3,0,1,1,0,1.3985,4
2,1,0,1,3,0,2.1114,2
2,3,1,1,1,0,1.7558,2
2,3,1,1,5,0,1.3244,3
2,1,1,1,3,1,1.6649,2
2,3,1,1,2,0,1.6009,2
2,2,1,1,6,0,1.3352,1
2,3,0,1,5,0,1.1731,4
2,2,0,1,6,0,1.059,3
2,3,1,1,4,1,1.9648,2
2,1,0,1,1,0,1.0333,4
2,2,1,1,5,0,1.3765,3
2,3,1,1,3,0,1.1882,1
2,2,1,1,1,0,1.116,3
2,1,0,1,5,0,0.77713,4
2,1,0,1,4,0,1.0862,4
2,3,0,1,2,0,1.3186,4
2,2,0,1,3,1,1.5372,2
2,2,0,1,1,0,0.89039,3
2,1,1,1,2,0,0.88211,4
2,3,0,1,4,0,1.0002,4
2,2,1,1,3,1,0.95532,3
2,1,1,1,4,1,1.2072,3
2,1,0,1,6,0,0.82643,4
2,2,0,1,5,0,0.91764,4
2,2,1,1,2,0,1.532,2
2,1,1,1,5,0,1.288,3
2,2,1,1,1,0,1.1543,2
2,2,1,1,6,0,1.3401,1
2,1,1,1,3,1,1.3047,1
2,1,1,1,4,1,1.3939,3
2,1,0,1,2,0,1.0589,3
2,3,0,1,5,0,0.82839,4
2,1,1,1,2,0,1.3708,3
2,2,0,1,1,0,1.1719,2
2,3,1,1,5,0,0.89918,3
2,2,0,1,2,0,0.95569,4
2,3,1,1,3,1,1.1715,1
2,3,0,1,1,0,0.86731,3
2,3,0,1,6,0,0.98368,3
2,1,0,1,4,0,0.97427,4
2,3,0,1,3,1,1.5534,1
2,3,1,1,2,0,1.2292,1
2,2,0,1,3,1,1.3761,1
2,1,1,1,6,0,0.89157,1
2,2,1,1,3,1,1.3317,1
2,2,0,1,5,0,0.7998,1
2,3,1,1,1,1,1.9292,1
2,2,1,1,4,1,1.8092,1
2,2,0,1,6,0,1.031,4
2,2,1,1,2,0,1.0916,1
2,2,0,1,4,0,1.224,4
2,1,0,1,5,0,1.2604,4
2,2,1,1,5,0,1.0976,3
2,3,0,1,2,0,1.026,3
2,1,0,1,1,0,0.81928,4
2,3,1,1,6,0,1.6237,1
2,1,1,1,1,0,1.0082,3
2,1,0,1,3,1,1.3067,1
2,3,0,1,4,0,0.96593,4
2,1,1,1,5,0,0.93107,4
2,1,0,1,6,0,0.95998,2
2,3,1,1,3,1,1.1007,4
2,2,1,1,6,0,1.1043,2
2,2,1,1,4,0,1.6835,1
2,2,0,1,3,1,1.2279,1
2,2,0,1,5,0,0.8992,4
2,2,0,1,1,0,1.1344,4
2,1,0,1,5,0,0.79481,4
2,2,1,1,1,0,1.7329,1
2,1,1,1,3,1,1.444,1
2,1,1,1,2,0,0.99517,2
2,3,1,1,2,0,1.1876,1
2,3,1,1,4,1,1.5674,1
2,1,1,1,4,0,1.391,1
2,3,1,1,6,0,0.99301,1
2,3,1,1,5,0,0.93095,4
2,1,1,1,6,0,0.942,1
2,3,0,1,3,1,0.94928,1
2,1,0,1,2,0,1.0285,3
2,1,1,1,5,0,1.0176,4
2,3,0,1,4,0,1.317,4
2,2,0,1,6,0,0.93814,1
2,2,1,1,5,1,2.0625,1
2,3,1,1,1,1,1.0977,3
2,3,0,1,5,0,1.1676,4
2,3,0,1,2,0,0.8868,4
2,1,0,1,6,0,0.75136,4
2,1,0,1,1,0,0.95247,4
2,1,0,1,3,0,1.1998,3
2,2,0,1,4,0,0.91489,4
2,1,1,1,1,0,1.8222,1
