"","id","cond","aware","addcno","addino","addnooutliers","addcrx","addclrx","addirx","addilrx","subcno","subino","subnooutliers","subcrx","subclrx","subirx","subilrx","Purpose","ExplicitAware","Type","pass","completeunaware","awareness","eye","block","filter_$","addpro","subpro","addout","subout"
"125",1070,1,0.516129032,32,32,64,564.125,6.326584203,535.375,6.276477212,24,24,48,559.0416667,6.322382059,560.875,6.320175421,2,1,2,1,0,3,0,1,0,1,1,1,1
"126",1072,3,0.484375,32,32,63,588.9032258,6.374694523,603.6875,6.394741617,24,24,48,632,6.441368251,647.2916667,6.46815915,2,1,2,1,0,3,0,0,0,1,1,0.984375,1
"127",1081,4,0.53125,32,32,59,672.5517241,6.504631928,654.4,6.479232698,24,24,44,636.2380952,6.44969165,625.6956522,6.432176155,2,1,2,1,0,3,1,0,0,1,1,0.921875,0.916666666666667
"128",1105,2,0.453125,31,32,61,813.2413793,6.688696961,778.25,6.647398116,24,24,48,709.5416667,6.547744583,711.6666667,6.557645318,2,1,2,1,0,3,1,1,0,0.984375,1,0.953125,1
"129",1119,2,0.515625,32,32,64,543.25,6.294486085,536.03125,6.280445229,24,24,48,568.125,6.339264588,527.4166667,6.262928401,2,1,0,1,0,3,1,1,0,1,1,1,1
"130",1136,4,0.546875,32,32,61,506.2413793,6.222620012,485.59375,6.175739094,24,24,48,466.5,6.139703725,479.625,6.167430232,1,1,2,1,0,3,1,0,0,1,1,0.953125,1
"131",1142,2,0.5,32,32,64,593.375,6.376021491,599.5,6.387392602,24,24,46,581,6.360691727,572.173913,6.342217847,2,1,2,1,0,3,1,1,0,1,1,1,0.958333333333333
"132",1155,2,0.546875,32,32,63,529.516129,6.268633526,512.09375,6.229426776,24,24,48,499.375,6.208519176,510.1666667,6.228985685,2,1,1,1,0,3,1,1,0,1,1,0.984375,1
"133",1162,3,0.46875,32,32,63,563.2258065,6.328744426,561.625,6.326875,24,24,48,589.9166667,6.377466192,585.4583333,6.367592964,2,1,1,1,0,3,0,0,0,1,1,0.984375,1
"134",1167,4,0.5,32,32,63,544.9375,6.288346374,549.0322581,6.300156172,24,24,47,550.5833333,6.305805835,555.2173913,6.313463506,2,1,2,1,0,3,1,0,0,1,1,0.984375,0.979166666666667
"135",1177,2,0.5,32,32,64,488.4375,6.18726047,508.15625,6.220582857,24,24,46,504.173913,6.216668917,503.7391304,6.218576996,2,1,2,1,0,3,1,1,0,1,1,1,0.958333333333333
"136",1181,4,0.59375,32,32,64,405.84375,6.001841277,406.3125,6.001036175,24,24,48,420.2916667,6.036852533,419.4166667,6.032912335,2,1,1,1,0,3,1,0,0,1,1,1,1
"137",1184,3,0.484375,32,32,62,510.9354839,6.228067171,522.0967742,6.246559319,24,24,46,531.1666667,6.269351633,496.7727273,6.194862616,2,1,1,1,0,3,0,0,0,1,1,0.96875,0.958333333333333
"138",1188,4,0.515625,32,32,64,648.0625,6.457393279,675.03125,6.501376351,24,24,48,592.9166667,6.378612626,591,6.375889407,2,1,2,1,0,3,1,0,0,1,1,1,1
"139",1189,2,0.5625,32,32,63,654.4375,6.465157231,691.2258065,6.530221769,24,24,48,622.5,6.425240239,636.375,6.443939973,2,1,2,1,0,3,1,1,0,1,1,0.984375,1
"140",1190,2,0.4375,32,32,63,548.483871,6.29990878,541,6.284133142,24,24,47,493.375,6.196454086,516.826087,6.243163593,2,1,2,1,0,3,1,1,0,1,1,0.984375,0.979166666666667
"141",1013,4,1,32,32,64,525.5,6.255779893,545.84375,6.292668375,24,24,47,507.9130435,6.223273662,497.5833333,6.205457092,2,1,1,0,0,4,1,0,0,1,1,1,0.979166666666667
"142",1016,4,0.984375,32,32,61,515.7586207,6.240534452,531.96875,6.271808296,24,24,48,505.2916667,6.222495767,499.4166667,6.209136778,2,1,0,0,0,4,1,0,0,1,1,0.953125,1
"143",1018,4,1,32,32,60,661.5357143,6.480513832,669.84375,6.499529707,24,24,45,721.9130435,6.570514593,763.7272727,6.627059705,2,1,1,0,0,4,1,0,0,1,1,0.9375,0.9375
"144",1021,4,0.96875,32,32,63,574.3870968,6.345514877,552.5625,6.299812775,23,24,47,532.4782609,6.273175761,557.2083333,6.316441922,2,1,0,0,0,4,1,0,0,1,0.979166666666667,0.984375,0.979166666666667
"145",1025,2,1,32,32,64,487.6875,6.183844126,514.3125,6.230462802,24,23,44,542.4347826,6.286058933,546.8095238,6.297654311,2,1,2,0,0,4,1,1,0,1,0.979166666666667,1,0.916666666666667
"146",1028,2,1,32,31,62,461.5625,6.128052562,466.2333333,6.138987967,24,24,47,457.0416667,6.119976556,444.7826087,6.094032879,2,1,0,0,0,4,1,1,0,0.984375,1,0.96875,0.979166666666667
"147",1030,4,0.984375,32,32,63,616.6875,6.414426035,612.6451613,6.396964231,24,24,48,525.0833333,6.260685269,504.4166667,6.219706391,2,1,1,0,0,4,1,0,0,1,1,0.984375,1
"148",1034,4,1,32,32,63,588.375,6.368120078,621.4516129,6.422447871,24,24,46,574,6.347166198,554.6086957,6.308951333,2,1,2,0,0,4,1,0,0,1,1,0.984375,0.958333333333333
"149",1037,4,0.634920635,32,32,63,508.7419355,6.226973314,513.0625,6.235777272,24,24,48,496.375,6.203805897,493.2916667,6.195731609,2,1,2,0,0,4,1,0,0,1,1,0.984375,1
"150",1045,2,0.96875,32,32,61,487.15625,6.182377179,471.0344828,6.150374866,24,24,48,463.2916667,6.12970382,469.875,6.145056276,2,1,1,0,0,4,1,1,0,1,1,0.953125,1
"151",1047,2,1,32,32,63,537.90625,6.280820657,539.0322581,6.286996463,24,24,48,547.1666667,6.297309855,549.875,6.302417154,2,1,1,0,0,4,1,1,0,1,1,0.984375,1
"152",1058,2,0.8125,32,32,63,592.3225806,6.374711614,573.03125,6.341928248,24,24,48,568.0416667,6.335464146,558.7916667,6.320384966,2,1,2,0,0,4,1,1,0,1,1,0.984375,1
"153",1064,4,1,32,32,61,538.516129,6.281605464,543.8666667,6.290056777,24,24,48,524.75,6.259291256,525.2916667,6.259901521,2,1,1,0,0,4,1,0,0,1,1,0.953125,1
"154",1082,3,0.828125,32,32,59,659.4666667,6.488126113,668.5517241,6.49817132,24,24,45,701.3913043,6.547205018,749.2727273,6.614162304,2,1,2,0,0,4,0,0,0,1,1,0.921875,0.9375
"155",1090,4,0.65625,32,32,62,803.2666667,6.682910447,785.96875,6.659997569,24,24,46,750.5652174,6.616095755,723.0434783,6.574737577,1,1,2,0,0,4,1,0,0,1,1,0.96875,0.958333333333333
"156",1092,4,0.796875,32,32,64,458.75,6.120847641,470.21875,6.144117788,24,24,48,475.9166667,6.160572014,484.25,6.177217962,2,1,2,0,0,4,1,0,0,1,1,1,1
"157",1096,2,0.796875,32,32,63,697.5483871,6.534427884,739.8125,6.597608444,24,24,47,661.7826087,6.482938358,639.2916667,6.450839678,2,1,2,0,0,4,1,1,0,1,1,0.984375,0.979166666666667
"158",1103,1,0.65625,32,31,61,598.4516129,6.374846483,581.8666667,6.344927676,24,24,48,530.375,6.268934507,547.8333333,6.300592704,2,1,2,0,0,4,0,1,0,0.984375,1,0.953125,1
"159",1116,4,0.96875,32,32,64,652,6.47141742,659.46875,6.48425364,23,24,47,633.0869565,6.442549188,633.1666667,6.443036802,2,1,2,0,0,4,1,0,0,1,0.979166666666667,1,0.979166666666667
"160",1117,4,0.828125,32,32,63,648.9032258,6.460248639,664.28125,6.487213009,24,24,48,564.875,6.320968245,544.125,6.285287205,2,1,1,0,0,4,1,0,0,1,1,0.984375,1
"161",1134,4,1,32,32,64,559.0625,6.320094779,569.625,6.338564967,24,24,48,585.3333333,6.364949875,559.25,6.317753796,2,1,1,0,0,4,1,0,0,1,1,1,1
"162",1138,2,0.953125,32,32,64,503.21875,6.217119522,489.84375,6.190169854,24,24,46,501.7916667,6.214570359,492.5909091,6.195225169,2,1,1,0,0,4,1,1,0,1,1,1,0.958333333333333
"163",1139,4,0.640625,32,24,54,523,6.239964712,518.1666667,6.244942802,24,19,40,555.0434783,6.304924896,577.6470588,6.347032684,2,1,2,0,0,4,1,0,0,0.875,0.895833333333333,0.84375,0.833333333333333
"164",1141,2,0.921875,32,32,63,546.65625,6.300850894,562.0967742,6.327913181,24,24,46,592.5833333,6.377238637,605.3181818,6.397216809,2,1,1,0,0,4,1,1,0,1,1,0.984375,0.958333333333333
"165",1151,1,1,32,32,64,518.375,6.243354981,531.46875,6.270220221,24,24,46,568.9545455,6.333754913,551.7083333,6.295030061,2,1,2,0,0,4,0,1,0,1,1,1,0.958333333333333
"166",1156,1,0.953125,32,32,63,543.4193548,6.290001536,548.59375,6.301692061,24,24,47,521.5833333,6.251688497,527.173913,6.261166949,1,1,1,0,0,4,0,1,0,1,1,0.984375,0.979166666666667
"167",1163,2,0.984375,32,32,62,589.03125,6.373535296,579.2666667,6.356001674,24,24,47,547.75,6.294074292,539.2173913,6.281028482,2,1,1,0,0,4,1,1,0,1,1,0.96875,0.979166666666667
"168",1166,2,1,32,32,64,540.6875,6.288549052,552.71875,6.310336043,24,24,47,562.6666667,6.328142795,548.7826087,6.30431369,2,1,2,0,0,4,1,1,0,1,1,1,0.979166666666667
"169",1169,2,0.90625,32,32,61,564.6774194,6.326221073,562.8666667,6.324623678,24,24,48,501.9583333,6.214716173,500.875,6.212793021,2,1,2,0,0,4,1,1,0,1,1,0.953125,1
"170",1178,3,1,32,32,64,521.625,6.244071108,515.25,6.2318901,24,24,48,551.4583333,6.302161657,513.125,6.230699126,2,1,2,0,0,4,0,0,0,1,1,1,1
"171",1180,4,0.765625,32,32,62,506.1875,6.207762825,514.4333333,6.212529793,24,24,47,442.2608696,6.07927411,463.625,6.12654057,2,1,1,0,0,4,1,0,0,1,1,0.96875,0.979166666666667
"172",1182,4,0.984375,32,32,61,524,6.254392773,500.4375,6.210060053,24,24,48,456.2916667,6.117571455,469.7916667,6.145540664,2,1,2,0,0,4,1,0,0,1,1,0.953125,1
"173",1192,4,0.984375,32,32,63,632.2580645,6.443320133,652.28125,6.451746149,24,24,48,601.75,6.393307469,631.125,6.433687204,2,1,2,0,0,4,1,0,0,1,1,0.984375,1
