Subj,Cond,Block,Trial,Order,prim,real result,distance,target,congruent,Resp,Name,Stim,RT,Correct,
1120,3,5,1,7,x,x,,9-2-1e,x,-1, 5.wav,9-2-1e.bmp,2804,TRUE,
1120,3,5,2,13,x,x,,3-2-1e,x,-1, 6.wav,3-2-1e.bmp,2214,TRUE,
1120,3,5,3,19,x,x,,6-2-1e,x,-1, 7.wav,6-2-1e.bmp,2555,TRUE,
1120,3,5,4,14,x,x,,6-4-1e,x,-1, 8.wav,6-4-1e.bmp,2484,TRUE,
1120,3,5,0,9,x,x,,x,inst,1,1,fin.bmp,7473,TRUE,
1120,3,5,0,10,x,x,,x,inst,1,1,getready.bmp,1022,TRUE,
1120,3,5,5,6,x,x,,4-1-2e,x,-1, 11.wav,4-1-2e.bmp,995,TRUE,
1120,3,5,6,12,x,x,,5-1-2e,x,-1, 12.wav,5-1-2e.bmp,1584,TRUE,
1120,3,5,7,20,x,x,,6-3-1e,x,-1, 13.wav,6-3-1e.bmp,2304,TRUE,
1120,3,5,8,83,x,x,,9-3-5e,x,-1, 14.wav,9-3-5e.bmp,1714,TRUE,
1120,3,5,9,5,x,x,,6-1-3e,x,-1, 15.wav,6-1-3e.bmp,1805,TRUE,
1120,3,5,10,17,x,x,,7-2-2e,x,-1, 16.wav,7-2-2e.bmp,1824,TRUE,
1120,3,5,11,81,x,x,,6-2-3e,x,-1, 17.wav,6-2-3e.bmp,4624,TRUE,
1120,3,5,12,8,x,x,,9-3-6e,x,-1, 18.wav,9-3-6e.bmp,4113,TRUE,
1120,3,5,13,21,x,x,,6-2-4e,x,-1, 19.wav,6-2-4e.bmp,2184,TRUE,
1120,3,5,14,82,x,x,,4-1-3e,x,-1, 20.wav,4-1-3e.bmp,1824,TRUE,
1120,3,5,15,11,x,x,,8-2-3e,x,-1, 21.wav,8-2-3e.bmp,3053,TRUE,
1120,3,5,0,22,x,x,,x,inst,1,1,fin.bmp,36163,TRUE,
1120,3,6,0,23,x,x,,x,inst,1,1,getready.bmp,885,TRUE,
1120,3,6,1,25,x,x,,x,x,-1, 24.wav,1.bmp,1013,TRUE,
1120,3,6,2,24,x,x,,x,x,-1, 25.wav,5.bmp,1874,TRUE,
1120,3,6,3,27,x,x,,x,x,-1, 26.wav,9.bmp,1034,TRUE,
1120,3,6,4,26,x,x,,x,x,-1, 27.wav,13.bmp,905,TRUE,
1120,3,6,0,28,x,x,,x,inst,1,1,fin.bmp,9280,TRUE,
1120,3,7,0,29,x,x,,x,inst,1,1,getready.bmp,767,TRUE,
1120,3,7,1,76,7/2/2005,0,0,0,TRUE,-1, 30.wav,0.bmp,504,TRUE,1
1120,3,7,2,53,6/5/2001,0,0,0,TRUE,-1, 31.wav,0.bmp,655,TRUE,1
1120,3,7,3,54,7/3/2004,0,-1,1,FALSE,-1, 32.wav,1.bmp,593,TRUE,1
1120,3,7,4,66,8/6/2002,0,-3,3,FALSE,-1, 33.wav,3.bmp,554,TRUE,1
1120,3,7,5,58,5/2/2003,0,-1,1,FALSE,-1, 34.wav,1.bmp,804,TRUE,1
1120,3,7,6,47,9/5/2004,0,0,0,TRUE,-1, 35.wav,0.bmp,473,TRUE,1
1120,3,7,7,41,8/3/2005,0,0,0,TRUE,-1, 36.wav,0.bmp,723,TRUE,1
1120,3,7,8,38,8/1/2007,0,-3,3,FALSE,-1, 37.wav,3.bmp,634,TRUE,1
1120,3,7,9,35,7/2/2004,1,0,1,TRUE,-1, 38.wav,1.bmp,704,TRUE,1
1120,3,7,10,65,8/5/2002,1,0,1,TRUE,-1, 39.wav,1.bmp,624,TRUE,1
1120,3,7,11,68,8/3/2004,1,1,0,FALSE,-1, 40.wav,0.bmp,934,TRUE,1
1120,3,7,12,73,7/4/2002,1,1,0,FALSE,-1, 41.wav,0.bmp,745,TRUE,1
1120,3,7,13,70,9/6/2002,1,0,1,TRUE,-1, 42.wav,1.bmp,794,TRUE,1
1120,3,7,14,50,5/2/2002,1,0,1,TRUE,-1, 43.wav,1.bmp,514,TRUE,1
1120,3,7,15,63,8/2/2005,1,-3,4,FALSE,-1, 44.wav,4.bmp,744,TRUE,1
1120,3,7,16,72,9/2/2006,1,-3,4,FALSE,-1, 45.wav,4.bmp,683,TRUE,1
1120,3,7,17,55,4/1/2001,2,0,2,TRUE,-1, 46.wav,2.bmp,684,TRUE,1
1120,3,7,18,45,9/1/2006,2,-1,3,FALSE,-1, 47.wav,3.bmp,763,TRUE,1
1120,3,7,19,34,8/5/2001,2,-1,3,FALSE,-1, 48.wav,3.bmp,624,TRUE,1
1120,3,7,20,69,8/1/2005,2,0,2,TRUE,-1, 49.wav,2.bmp,764,TRUE,1
1120,3,7,21,39,7/4/2001,2,0,2,TRUE,-1, 50.wav,2.bmp,734,TRUE,1
1120,3,7,22,64,8/3/2003,2,-3,5,FALSE,-1, 51.wav,5.bmp,614,TRUE,1
1120,3,7,23,46,9/3/2004,2,-3,5,FALSE,-1, 52.wav,5.bmp,605,TRUE,1
1120,3,7,24,30,7/1/2004,2,0,2,TRUE,-1, 53.wav,2.bmp,824,TRUE,1
1120,3,7,25,61,5/1/2001,3,0,3,TRUE,-1, 54.wav,3.bmp,634,TRUE,1
1120,3,7,26,60,9/5/2001,3,0,3,TRUE,-1, 55.wav,3.bmp,664,TRUE,1
1120,3,7,27,75,6/1/2002,3,3,0,FALSE,-1, 56.wav,0.bmp,624,TRUE,1
1120,3,7,28,37,8/1/2004,3,0,3,TRUE,-1, 57.wav,3.bmp,634,TRUE,1
1120,3,7,29,44,8/1/2004,3,1,2,FALSE,-1, 58.wav,2.bmp,815,TRUE,1
1120,3,7,30,71,9/4/2002,3,3,0,FALSE,-1, 59.wav,0.bmp,404,TRUE,1
1120,3,7,31,48,9/2/2004,3,0,3,TRUE,-1, 60.wav,3.bmp,744,TRUE,1
1120,3,7,32,62,9/1/2005,3,1,2,FALSE,-1, 61.wav,2.bmp,695,TRUE,1
1120,3,7,33,51,6/1/2001,4,0,4,TRUE,-1, 62.wav,4.bmp,444,TRUE,1
1120,3,7,34,40,9/2/2003,4,3,1,FALSE,-1, 63.wav,1.bmp,724,TRUE,1
1120,3,7,35,77,8/3/2001,4,0,4,TRUE,-1, 64.wav,4.bmp,664,TRUE,1
1120,3,7,36,33,7/1/2002,4,-1,5,FALSE,-1, 65.wav,5.bmp,944,TRUE,1
1120,3,7,37,57,8/2/2002,4,0,4,TRUE,-1, 66.wav,4.bmp,754,TRUE,1
1120,3,7,38,36,9/3/2002,4,0,4,TRUE,-1, 67.wav,4.bmp,714,TRUE,1
1120,3,7,39,31,8/1/2003,4,-1,5,FALSE,-1, 68.wav,5.bmp,944,TRUE,1
1120,3,7,40,42,9/2/2003,4,3,1,FALSE,-1, 69.wav,1.bmp,753,TRUE,1
1120,3,7,41,67,7/1/2001,5,0,5,TRUE,-1, 70.wav,5.bmp,754,TRUE,1
1120,3,7,42,52,8/2/2001,5,0,5,TRUE,-1, 71.wav,5.bmp,603,TRUE,1
1120,3,7,43,59,9/3/2001,5,3,2,FALSE,-1, 72.wav,2.bmp,604,TRUE,1
1120,3,7,44,43,8/1/2002,5,1,4,FALSE,-1, 73.wav,4.bmp,834,TRUE,1
