Subj,Cond,Block,Trial,Order,prim,real result,distance,target,congruent,Resp,Name,Stim,RT,Correct,
1111,3,5,1,19,x,x,,9-2-1e,x,-1, 5.wav,9-2-1e.bmp,1735,TRUE,
1111,3,5,2,15,x,x,,3-2-1e,x,-1, 6.wav,3-2-1e.bmp,1884,TRUE,
1111,3,5,3,6,x,x,,6-2-1e,x,-1, 7.wav,6-2-1e.bmp,1985,TRUE,
1111,3,5,4,21,x,x,,6-4-1e,x,-1, 8.wav,6-4-1e.bmp,2224,TRUE,
1111,3,5,0,9,x,x,,x,inst,1,1,fin.bmp,30378,TRUE,
1111,3,5,0,10,x,x,,x,inst,1,1,getready.bmp,508,TRUE,
1111,3,5,5,14,x,x,,4-1-2e,x,-1, 11.wav,4-1-2e.bmp,1574,TRUE,
1111,3,5,6,80,x,x,,5-1-2e,x,-1, 12.wav,5-1-2e.bmp,1474,TRUE,
1111,3,5,7,83,x,x,,6-3-1e,x,-1, 13.wav,6-3-1e.bmp,2004,TRUE,
1111,3,5,8,81,x,x,,9-3-5e,x,-1, 14.wav,9-3-5e.bmp,3334,TRUE,
1111,3,5,9,84,x,x,,6-1-3e,x,-1, 15.wav,6-1-3e.bmp,1624,TRUE,
1111,3,5,10,18,x,x,,7-2-2e,x,-1, 16.wav,7-2-2e.bmp,4053,TRUE,
1111,3,5,11,12,x,x,,6-2-3e,x,-1, 17.wav,6-2-3e.bmp,1675,TRUE,
1111,3,5,12,13,x,x,,9-3-6e,x,-1, 18.wav,9-3-6e.bmp,3144,TRUE,
1111,3,5,13,17,x,x,,6-2-4e,x,-1, 19.wav,6-2-4e.bmp,2544,TRUE,
1111,3,5,14,7,x,x,,4-1-3e,x,-1, 20.wav,4-1-3e.bmp,2084,TRUE,
1111,3,5,15,5,x,x,,8-2-3e,x,-1, 21.wav,8-2-3e.bmp,2944,TRUE,
1111,3,5,0,22,x,x,,x,inst,1,1,fin.bmp,52444,TRUE,
1111,3,6,0,23,x,x,,x,inst,1,1,getready.bmp,479,TRUE,
1111,3,6,1,25,x,x,,x,x,-1, 24.wav,1.bmp,254,TRUE,
1111,3,6,2,24,x,x,,x,x,-1, 25.wav,5.bmp,614,TRUE,
1111,3,6,3,27,x,x,,x,x,-1, 26.wav,9.bmp,104,TRUE,
1111,3,6,4,26,x,x,,x,x,-1, 27.wav,13.bmp,594,TRUE,
1111,3,6,0,28,x,x,,x,inst,1,1,fin.bmp,6750,TRUE,
1111,3,7,0,29,x,x,,x,inst,1,1,getready.bmp,925,TRUE,
1111,3,7,1,37,7/2/2005,0,0,0,TRUE,-1, 30.wav,0.bmp,504,TRUE,1
1111,3,7,2,58,6/5/2001,0,0,0,TRUE,-1, 31.wav,0.bmp,594,TRUE,1
1111,3,7,3,76,7/3/2004,0,-1,1,FALSE,-1, 32.wav,1.bmp,424,TRUE,1
1111,3,7,4,65,8/6/2002,0,-3,3,FALSE,-1, 33.wav,3.bmp,334,TRUE,1
1111,3,7,5,32,5/2/2003,0,-1,1,FALSE,-1, 34.wav,1.bmp,445,TRUE,1
1111,3,7,6,52,9/5/2004,0,0,0,TRUE,-1, 35.wav,0.bmp,174,TRUE,1
