Subj,Cond,Block,Trial,Order,prim,real result,distance,target,congruent,Resp,Name,Stim,RT,Correct,
1152,1,1,1,11,x,x,,1+3+7,x,-1, 5.wav,1+3+7e.bmp,1444,TRUE,
1152,1,1,2,7,x,x,,5+2+3,x,-1, 6.wav,5+2+3e.bmp,2084,TRUE,
1152,1,1,3,99,x,x,,4+1+3,x,-1, 7.wav,4+1+3e.bmp,1544,TRUE,
1152,1,1,4,97,x,x,,6+3+4,x,-1, 8.wav,6+3+4e.bmp,2143,TRUE,
1152,1,1,0,9,x,x,,x,inst,1,1,fin.bmp,9722,TRUE,
1152,1,1,0,10,x,x,,x,inst,1,1,getready.bmp,2015,TRUE,
1152,1,1,5,21,x,x,,7+2+5,x,-1, 11.wav,7+2+5e.bmp,2744,TRUE,
1152,1,1,6,98,x,x,,3+2+7,x,-1, 12.wav,3+2+7e.bmp,2054,TRUE,
1152,1,1,7,12,x,x,,2+3+4,x,-1, 13.wav,2+3+4e.bmp,1355,TRUE,
1152,1,1,8,6,x,x,,8+1+2,x,-1, 14.wav,8+1+2e.bmp,1655,TRUE,
1152,1,1,9,13,x,x,,6+3+2,x,-1, 15.wav,6+3+2e.bmp,1893,TRUE,
1152,1,1,10,20,x,x,,2+9+1,x,-1, 16.wav,2+9+1e.bmp,1775,TRUE,
1152,1,1,11,18,x,x,,2+4+6,x,-1, 17.wav,2+4+6e.bmp,1744,TRUE,
1152,1,1,12,19,x,x,,6+2+1,x,-1, 18.wav,6+2+1e.bmp,1614,TRUE,
1152,1,1,13,14,x,x,,4+1+5,x,-1, 19.wav,4+1+5e.bmp,1724,TRUE,
1152,1,1,14,15,x,x,,5+3+2,x,-1, 20.wav,5+3+2e.bmp,1454,TRUE,
1152,1,1,15,16,x,x,,4+3+6,x,-1, 21.wav,4+3+6e.bmp,1584,TRUE,
1152,1,1,0,22,x,x,,x,inst,1,1,fin.bmp,32672,TRUE,
1152,1,2,0,23,x,x,,x,inst,1,1,getready.bmp,3164,TRUE,
1152,1,2,1,27,x,x,,x,x,-1, 24.wav,1.bmp,544,TRUE,
1152,1,2,2,24,x,x,,x,x,-1, 25.wav,5.bmp,523,TRUE,
1152,1,2,3,25,x,x,,x,x,-1, 26.wav,9.bmp,564,TRUE,
1152,1,2,4,26,x,x,,x,x,-1, 27.wav,13.bmp,494,TRUE,
1152,1,2,0,28,x,x,,x,inst,1,1,fin.bmp,5452,TRUE,
1152,1,3,0,29,x,x,,x,inst,1,1,getready.bmp,1759,TRUE,
1152,1,3,1,73,1+3+2,6,0,6,TRUE,-1, 30.wav,6.bmp,525,TRUE,1
1152,1,3,2,41,1+2+3,6,0,6,TRUE,-1, 31.wav,6.bmp,633,TRUE,1
1152,1,3,3,62,1+3+2,6,0,6,TRUE,-1, 32.wav,6.bmp,563,TRUE,1
1152,1,3,4,47,1+2+3,6,0,6,TRUE,-1, 33.wav,6.bmp,514,TRUE,1
1152,1,3,5,81,2+1+3,6,-2,8,FALSE,-1, 34.wav,8.bmp,414,TRUE,1
1152,1,3,6,53,3+2+1,6,-4,10,FALSE,-1, 35.wav,10.bmp,544,TRUE,1
1152,1,3,7,78,2+3+1,6,-2,8,FALSE,-1, 36.wav,8.bmp,524,TRUE,1
1152,1,3,8,54,3+1+2,6,-4,10,FALSE,-1, 37.wav,10.bmp,503,TRUE,1
1152,1,3,9,52,4+2+1,7,0,7,TRUE,-1, 38.wav,7.bmp,494,TRUE,1
1152,1,3,10,33,1+4+2,7,0,7,TRUE,-1, 39.wav,7.bmp,535,TRUE,1
1152,1,3,11,37,4+2+1,7,0,7,TRUE,-1, 40.wav,7.bmp,485,TRUE,1
1152,1,3,12,66,1+4+2,7,0,7,TRUE,-1, 41.wav,7.bmp,484,TRUE,1
1152,1,3,13,34,1+2+4,7,-4,11,FALSE,-1, 42.wav,11.bmp,485,TRUE,1
1152,1,3,14,90,2+4+1,7,-2,9,FALSE,-1, 43.wav,9.bmp,565,TRUE,1
1152,1,3,15,75,2+1+4,7,-4,11,FALSE,-1, 44.wav,11.bmp,445,TRUE,1
1152,1,3,16,45,4+1+2,7,-2,9,FALSE,-1, 45.wav,9.bmp,434,TRUE,1
1152,1,3,17,76,5+2+1,8,0,8,TRUE,-1, 46.wav,8.bmp,534,TRUE,1
1152,1,3,18,84,5+1+2,8,0,8,TRUE,-1, 47.wav,8.bmp,504,TRUE,1
1152,1,3,19,43,3+1+4,8,2,6,FALSE,-1, 48.wav,6.bmp,544,TRUE,1
1152,1,3,20,92,2+1+5,8,-4,12,FALSE,-1, 49.wav,12.bmp,553,TRUE,1
1152,1,3,21,55,1+5+2,8,0,8,TRUE,-1, 50.wav,8.bmp,534,TRUE,1
1152,1,3,22,83,1+4+3,8,0,8,TRUE,-1, 51.wav,8.bmp,494,TRUE,1
1152,1,3,23,58,1+2+5,8,2,6,FALSE,-1, 52.wav,6.bmp,565,TRUE,1
1152,1,3,24,42,3+4+1,8,-4,12,FALSE,-1, 53.wav,12.bmp,584,TRUE,1
1152,1,3,25,79,2+1+6,9,0,9,TRUE,-1, 54.wav,9.bmp,534,TRUE,1
1152,1,3,26,91,5+1+3,9,0,9,TRUE,-1, 55.wav,9.bmp,524,TRUE,1
1152,1,3,27,82,3+5+1,9,2,7,FALSE,-1, 56.wav,7.bmp,504,TRUE,1
1152,1,3,28,48,1+5+3,9,-4,13,FALSE,-1, 57.wav,13.bmp,464,TRUE,1
1152,1,3,29,32,1+6+2,9,0,9,TRUE,-1, 58.wav,9.bmp,584,TRUE,1
1152,1,3,30,69,3+2+4,9,0,9,TRUE,-1, 59.wav,9.bmp,564,TRUE,1
1152,1,3,31,57,1+3+5,9,2,7,FALSE,-1, 60.wav,7.bmp,514,TRUE,1
1152,1,3,32,93,1+2+6,9,-4,13,FALSE,-1, 61.wav,13.bmp,515,TRUE,1
1152,1,3,33,74,3+5+2,10,0,10,TRUE,-1, 62.wav,10.bmp,544,TRUE,1
1152,1,3,34,60,1+2+7,10,0,10,TRUE,-1, 63.wav,10.bmp,444,TRUE,1
1152,1,3,35,35,3+6+1,10,-2,12,FALSE,-1, 64.wav,12.bmp,485,TRUE,1
1152,1,3,36,36,2+1+7,10,4,6,FALSE,-1, 65.wav,6.bmp,525,TRUE,1
1152,1,3,37,67,7+2+1,10,0,10,TRUE,-1, 66.wav,10.bmp,564,TRUE,1
1152,1,3,38,71,1+5+4,10,0,10,TRUE,-1, 67.wav,10.bmp,615,TRUE,1
1152,1,3,39,65,6+3+1,10,-2,12,FALSE,-1, 68.wav,12.bmp,535,TRUE,1
1152,1,3,40,56,2+5+3,10,4,6,FALSE,-1, 69.wav,6.bmp,605,TRUE,1
1152,1,3,41,59,6+4+1,11,0,11,TRUE,-1, 70.wav,11.bmp,494,TRUE,1
1152,1,3,42,46,4+1+6,11,0,11,TRUE,-1, 71.wav,11.bmp,465,TRUE,1
1152,1,3,43,72,1+4+6,11,-2,13,FALSE,-1, 72.wav,13.bmp,485,TRUE,1
1152,1,3,44,44,3+6+2,11,4,7,FALSE,-1, 73.wav,7.bmp,494,TRUE,1
1152,1,3,45,38,2+6+3,11,0,11,TRUE,-1, 74.wav,11.bmp,534,TRUE,1
1152,1,3,46,50,6+1+4,11,0,11,TRUE,-1, 75.wav,11.bmp,405,TRUE,1
1152,1,3,47,85,4+6+1,11,-2,13,FALSE,-1, 76.wav,13.bmp,505,TRUE,1
1152,1,3,48,87,2+8+1,11,4,7,FALSE,-1, 77.wav,7.bmp,445,TRUE,1
1152,1,3,49,89,1+9+2,12,0,12,TRUE,-1, 78.wav,12.bmp,634,TRUE,1
1152,1,3,50,49,5+6+1,12,0,12,TRUE,-1, 79.wav,12.bmp,504,TRUE,1
1152,1,3,51,68,8+1+3,12,2,10,FALSE,-1, 80.wav,10.bmp,494,TRUE,1
1152,1,3,52,88,3+8+1,12,0,12,TRUE,-1, 81.wav,12.bmp,534,TRUE,1
1152,1,3,53,80,9+2+1,12,0,12,TRUE,-1, 82.wav,12.bmp,514,TRUE,1
1152,1,3,54,31,7+2+3,12,4,8,FALSE,-1, 83.wav,8.bmp,604,TRUE,1
1152,1,3,55,64,4+3+5,12,2,10,FALSE,-1, 84.wav,10.bmp,494,TRUE,1
1152,1,3,56,51,9+1+2,12,4,8,FALSE,-1, 85.wav,8.bmp,474,TRUE,1
1152,1,3,57,39,5+6+2,13,0,13,TRUE,-1, 86.wav,13.bmp,494,TRUE,1
1152,1,3,58,40,1+7+5,13,0,13,TRUE,-1, 87.wav,13.bmp,534,TRUE,1
1152,1,3,59,70,4+6+3,13,2,11,FALSE,-1, 88.wav,11.bmp,464,TRUE,1
1152,1,3,60,30,3+8+2,13,4,9,FALSE,-1, 89.wav,9.bmp,484,TRUE,1
1152,1,3,61,86,5+7+1,13,0,13,TRUE,-1, 90.wav,13.bmp,534,TRUE,1
1152,1,3,62,61,7+5+1,13,0,13,TRUE,-1, 91.wav,13.bmp,494,TRUE,1
1152,1,3,63,77,7+1+5,13,2,11,FALSE,-1, 92.wav,11.bmp,485,TRUE,1
1152,1,3,64,63,8+3+2,13,4,9,FALSE,-1, 93.wav,9.bmp,584,TRUE,1
