Subj,Cond,Block,Trial,Order,prim,real result,distance,target,congruent,Resp,Name,Stim,RT,Correct,
1083,2,1,1,11,x,x,,1+3+7,x,-1, 5.wav,1+3+7e.bmp,1314,TRUE,
1083,2,1,2,18,x,x,,5+2+3,x,-1, 6.wav,5+2+3e.bmp,1964,TRUE,
1083,2,1,3,20,x,x,,4+1+3,x,-1, 7.wav,4+1+3e.bmp,1474,TRUE,
1083,2,1,4,13,x,x,,6+3+4,x,-1, 8.wav,6+3+4e.bmp,1994,TRUE,
1083,2,1,0,9,x,x,,x,inst,1,1,fin.bmp,11179,TRUE,
1083,2,1,0,10,x,x,,x,inst,1,1,getready.bmp,1323,TRUE,
1083,2,1,5,15,x,x,,7+2+5,x,-1, 11.wav,7+2+5e.bmp,4353,TRUE,
1083,2,1,6,5,x,x,,3+2+7,x,-1, 12.wav,3+2+7e.bmp,7473,TRUE,
1083,2,1,7,19,x,x,,2+3+4,x,-1, 13.wav,2+3+4e.bmp,3544,TRUE,
1083,2,1,8,8,x,x,,8+1+2,x,-1, 14.wav,8+1+2e.bmp,1985,TRUE,
1083,2,1,9,99,x,x,,6+3+2,x,-1, 15.wav,6+3+2e.bmp,1754,TRUE,
1083,2,1,10,14,x,x,,2+9+1,x,-1, 16.wav,2+9+1e.bmp,7424,TRUE,
1083,2,1,11,16,x,x,,2+4+6,x,-1, 17.wav,2+4+6e.bmp,2164,TRUE,
1083,2,1,12,17,x,x,,6+2+1,x,-1, 18.wav,6+2+1e.bmp,2514,TRUE,
1083,2,1,13,100,x,x,,4+1+5,x,-1, 19.wav,4+1+5e.bmp,1714,TRUE,
1083,2,1,14,98,x,x,,5+3+2,x,-1, 20.wav,5+3+2e.bmp,2444,TRUE,
1083,2,1,15,96,x,x,,4+3+6,x,-1, 21.wav,4+3+6e.bmp,1565,TRUE,
1083,2,1,0,22,x,x,,x,inst,1,1,fin.bmp,32587,TRUE,
1083,2,2,0,23,x,x,,x,inst,1,1,getready.bmp,889,TRUE,
1083,2,2,1,26,x,x,,x,x,-1, 24.wav,1.bmp,754,TRUE,
1083,2,2,2,24,x,x,,x,x,-1, 25.wav,5.bmp,814,TRUE,
1083,2,2,3,25,x,x,,x,x,-1, 26.wav,9.bmp,2724,TRUE,
1083,2,2,4,27,x,x,,x,x,-1, 27.wav,13.bmp,663,TRUE,
1083,2,2,0,28,x,x,,x,inst,1,1,fin.bmp,5506,TRUE,
1083,2,3,0,29,x,x,,x,inst,1,1,getready.bmp,708,TRUE,
1083,2,3,1,50,1+3+2,6,0,6,TRUE,-1, 30.wav,6.bmp,855,TRUE,1
1083,2,3,2,47,1+2+3,6,0,6,TRUE,-1, 31.wav,6.bmp,814,TRUE,1
1083,2,3,3,59,1+3+2,6,0,6,TRUE,-1, 32.wav,6.bmp,2954,TRUE,1
1083,2,3,4,87,1+2+3,6,0,6,TRUE,-1, 33.wav,6.bmp,714,TRUE,1
1083,2,3,5,33,2+1+3,6,-2,8,FALSE,-1, 34.wav,8.bmp,694,TRUE,1
1083,2,3,6,55,3+2+1,6,-4,10,FALSE,-1, 35.wav,10.bmp,764,TRUE,1
1083,2,3,7,75,2+3+1,6,-2,8,FALSE,-1, 36.wav,8.bmp,724,TRUE,1
1083,2,3,8,73,3+1+2,6,-4,10,FALSE,-1, 37.wav,10.bmp,2853,TRUE,1
1083,2,3,9,35,4+2+1,7,0,7,TRUE,-1, 38.wav,7.bmp,803,TRUE,1
1083,2,3,10,49,1+4+2,7,0,7,TRUE,-1, 39.wav,7.bmp,904,TRUE,1
1083,2,3,11,83,4+2+1,7,0,7,TRUE,-1, 40.wav,7.bmp,654,TRUE,1
1083,2,3,12,64,1+4+2,7,0,7,TRUE,-1, 41.wav,7.bmp,764,TRUE,1
1083,2,3,13,56,1+2+4,7,-4,11,FALSE,-1, 42.wav,11.bmp,674,TRUE,1
1083,2,3,14,32,2+4+1,7,-2,9,FALSE,-1, 43.wav,9.bmp,695,TRUE,1
1083,2,3,15,37,2+1+4,7,-4,11,FALSE,-1, 44.wav,11.bmp,684,TRUE,1
1083,2,3,16,93,4+1+2,7,-2,9,FALSE,-1, 45.wav,9.bmp,3624,TRUE,1
1083,2,3,17,61,5+2+1,8,0,8,TRUE,-1, 46.wav,8.bmp,1055,TRUE,1
