Subj,Cond,Block,Trial,Order,prim,real result,distance,target,congruent,Resp,Name,Stim,RT,Correct,
1110,2,1,1,18,x,x,,1+3+7,x,-1, 5.wav,1+3+7e.bmp,1265,TRUE,
1110,2,1,2,96,x,x,,5+2+3,x,-1, 6.wav,5+2+3e.bmp,1414,TRUE,
1110,2,1,3,13,x,x,,4+1+3,x,-1, 7.wav,4+1+3e.bmp,1675,TRUE,
1110,2,1,4,14,x,x,,6+3+4,x,-1, 8.wav,6+3+4e.bmp,1434,TRUE,
1110,2,1,0,9,x,x,,x,inst,1,1,fin.bmp,7640,TRUE,
1110,2,1,0,10,x,x,,x,inst,1,1,getready.bmp,1120,TRUE,
1110,2,1,5,16,x,x,,7+2+5,x,-1, 11.wav,7+2+5e.bmp,1964,TRUE,
1110,2,1,6,98,x,x,,3+2+7,x,-1, 12.wav,3+2+7e.bmp,1504,TRUE,
1110,2,1,7,6,x,x,,2+3+4,x,-1, 13.wav,2+3+4e.bmp,2005,TRUE,
1110,2,1,8,19,x,x,,8+1+2,x,-1, 14.wav,8+1+2e.bmp,1233,TRUE,
1110,2,1,9,5,x,x,,6+3+2,x,-1, 15.wav,6+3+2e.bmp,2016,TRUE,
1110,2,1,10,15,x,x,,2+9+1,x,-1, 16.wav,2+9+1e.bmp,1783,TRUE,
1110,2,1,11,17,x,x,,2+4+6,x,-1, 17.wav,2+4+6e.bmp,1705,TRUE,
1110,2,1,12,7,x,x,,6+2+1,x,-1, 18.wav,6+2+1e.bmp,1114,TRUE,
1110,2,1,13,8,x,x,,4+1+5,x,-1, 19.wav,4+1+5e.bmp,1754,TRUE,
1110,2,1,14,20,x,x,,5+3+2,x,-1, 20.wav,5+3+2e.bmp,1943,TRUE,
1110,2,1,15,99,x,x,,4+3+6,x,-1, 21.wav,4+3+6e.bmp,1044,TRUE,
1110,2,1,0,22,x,x,,x,inst,1,1,fin.bmp,35646,TRUE,
1110,2,2,0,23,x,x,,x,inst,1,1,getready.bmp,886,TRUE,
1110,2,2,1,27,x,x,,x,x,-1, 24.wav,1.bmp,495,TRUE,
1110,2,2,2,25,x,x,,x,x,-1, 25.wav,5.bmp,504,TRUE,
1110,2,2,3,26,x,x,,x,x,-1, 26.wav,9.bmp,444,TRUE,
1110,2,2,4,24,x,x,,x,x,-1, 27.wav,13.bmp,585,TRUE,
1110,2,2,0,28,x,x,,x,inst,1,1,fin.bmp,5797,TRUE,
1110,2,3,0,29,x,x,,x,inst,1,1,getready.bmp,772,TRUE,
1110,2,3,1,37,1+3+2,6,0,6,TRUE,-1, 30.wav,6.bmp,424,TRUE,1
1110,2,3,2,53,1+2+3,6,0,6,TRUE,-1, 31.wav,6.bmp,464,TRUE,1
1110,2,3,3,31,1+3+2,6,0,6,TRUE,-1, 32.wav,6.bmp,475,TRUE,1
1110,2,3,4,70,1+2+3,6,0,6,TRUE,-1, 33.wav,6.bmp,395,TRUE,1
1110,2,3,5,66,2+1+3,6,-2,8,FALSE,-1, 34.wav,8.bmp,444,TRUE,1
1110,2,3,6,41,3+2+1,6,-4,10,FALSE,-1, 35.wav,10.bmp,484,TRUE,1
1110,2,3,7,86,2+3+1,6,-2,8,FALSE,-1, 36.wav,8.bmp,433,TRUE,1
1110,2,3,8,74,3+1+2,6,-4,10,FALSE,-1, 37.wav,10.bmp,484,TRUE,1
1110,2,3,9,79,4+2+1,7,0,7,TRUE,-1, 38.wav,7.bmp,424,TRUE,1
1110,2,3,10,69,1+4+2,7,0,7,TRUE,-1, 39.wav,7.bmp,435,TRUE,1
1110,2,3,11,42,4+2+1,7,0,7,TRUE,-1, 40.wav,7.bmp,444,TRUE,1
1110,2,3,12,68,1+4+2,7,0,7,TRUE,-1, 41.wav,7.bmp,463,TRUE,1
1110,2,3,13,43,1+2+4,7,-4,11,FALSE,-1, 42.wav,11.bmp,434,TRUE,1
1110,2,3,14,92,2+4+1,7,-2,9,FALSE,-1, 43.wav,9.bmp,404,TRUE,1
1110,2,3,15,80,2+1+4,7,-4,11,FALSE,-1, 44.wav,11.bmp,433,TRUE,1
1110,2,3,16,44,4+1+2,7,-2,9,FALSE,-1, 45.wav,9.bmp,464,TRUE,1
1110,2,3,17,36,5+2+1,8,0,8,TRUE,-1, 46.wav,8.bmp,415,TRUE,1
1110,2,3,18,67,5+1+2,8,0,8,TRUE,-1, 47.wav,8.bmp,455,TRUE,1
1110,2,3,19,38,3+1+4,8,2,6,FALSE,-1, 48.wav,6.bmp,553,TRUE,1
1110,2,3,20,49,2+1+5,8,-4,12,FALSE,-1, 49.wav,12.bmp,474,TRUE,1
1110,2,3,21,30,1+5+2,8,0,8,TRUE,-1, 50.wav,8.bmp,504,TRUE,1
1110,2,3,22,46,1+4+3,8,0,8,TRUE,-1, 51.wav,8.bmp,584,TRUE,1
1110,2,3,23,88,1+2+5,8,2,6,FALSE,-1, 52.wav,6.bmp,364,TRUE,1
1110,2,3,24,65,3+4+1,8,-4,12,FALSE,-1, 53.wav,12.bmp,483,TRUE,1
1110,2,3,25,84,2+1+6,9,0,9,TRUE,-1, 54.wav,9.bmp,425,TRUE,1
