Subj,Cond,Block,Trial,Order,prim,real result,distance,target,congruent,Resp,Name,Stim,RT,Correct,
1150,1,1,1,5,x,x,,1+3+7,x,-1, 5.wav,1+3+7e.bmp,1804,TRUE,
1150,1,1,2,96,x,x,,5+2+3,x,-1, 6.wav,5+2+3e.bmp,1445,TRUE,
1150,1,1,3,97,x,x,,4+1+3,x,-1, 7.wav,4+1+3e.bmp,1474,TRUE,
1150,1,1,4,8,x,x,,6+3+4,x,-1, 8.wav,6+3+4e.bmp,1895,TRUE,
1150,1,1,0,9,x,x,,x,inst,1,1,fin.bmp,7545,TRUE,
1150,1,1,0,10,x,x,,x,inst,1,1,getready.bmp,1317,TRUE,
1150,1,1,5,17,x,x,,7+2+5,x,-1, 11.wav,7+2+5e.bmp,2463,TRUE,
1150,1,1,6,19,x,x,,3+2+7,x,-1, 12.wav,3+2+7e.bmp,1314,TRUE,
1150,1,1,7,15,x,x,,2+3+4,x,-1, 13.wav,2+3+4e.bmp,1763,TRUE,
1150,1,1,8,14,x,x,,8+1+2,x,-1, 14.wav,8+1+2e.bmp,1104,TRUE,
1150,1,1,9,16,x,x,,6+3+2,x,-1, 15.wav,6+3+2e.bmp,2254,TRUE,
1150,1,1,10,7,x,x,,2+9+1,x,-1, 16.wav,2+9+1e.bmp,2244,TRUE,
1150,1,1,11,20,x,x,,2+4+6,x,-1, 17.wav,2+4+6e.bmp,1554,TRUE,
1150,1,1,12,99,x,x,,6+2+1,x,-1, 18.wav,6+2+1e.bmp,1514,TRUE,
1150,1,1,13,21,x,x,,4+1+5,x,-1, 19.wav,4+1+5e.bmp,2084,TRUE,
1150,1,1,14,6,x,x,,5+3+2,x,-1, 20.wav,5+3+2e.bmp,2015,TRUE,
1150,1,1,15,100,x,x,,4+3+6,x,-1, 21.wav,4+3+6e.bmp,1344,TRUE,
1150,1,1,0,22,x,x,,x,inst,1,1,fin.bmp,31057,TRUE,
1150,1,2,0,23,x,x,,x,inst,1,1,getready.bmp,720,TRUE,
1150,1,2,1,27,x,x,,x,x,-1, 24.wav,1.bmp,514,TRUE,
1150,1,2,2,26,x,x,,x,x,-1, 25.wav,5.bmp,744,TRUE,
1150,1,2,3,25,x,x,,x,x,-1, 26.wav,9.bmp,1084,TRUE,
1150,1,2,4,24,x,x,,x,x,-1, 27.wav,13.bmp,823,TRUE,
1150,1,2,0,28,x,x,,x,inst,1,1,fin.bmp,4467,TRUE,
1150,1,3,0,29,x,x,,x,inst,1,1,getready.bmp,967,TRUE,
1150,1,3,1,75,1+3+2,6,0,6,TRUE,-1, 30.wav,6.bmp,665,TRUE,1
1150,1,3,2,72,1+2+3,6,0,6,TRUE,-1, 31.wav,6.bmp,614,TRUE,1
1150,1,3,3,93,1+3+2,6,0,6,TRUE,-1, 32.wav,6.bmp,565,TRUE,1
1150,1,3,4,53,1+2+3,6,0,6,TRUE,-1, 33.wav,6.bmp,603,TRUE,1
1150,1,3,5,88,2+1+3,6,-2,8,FALSE,-1, 34.wav,8.bmp,444,TRUE,1
1150,1,3,6,58,3+2+1,6,-4,10,FALSE,-1, 35.wav,10.bmp,524,TRUE,1
1150,1,3,7,77,2+3+1,6,-2,8,FALSE,-1, 36.wav,8.bmp,665,TRUE,1
1150,1,3,8,41,3+1+2,6,-4,10,FALSE,-1, 37.wav,10.bmp,535,TRUE,1
1150,1,3,9,38,4+2+1,7,0,7,TRUE,-1, 38.wav,7.bmp,574,TRUE,1
1150,1,3,10,55,1+4+2,7,0,7,TRUE,-1, 39.wav,7.bmp,594,TRUE,1
1150,1,3,11,45,4+2+1,7,0,7,TRUE,-1, 40.wav,7.bmp,555,TRUE,1
1150,1,3,12,83,1+4+2,7,0,7,TRUE,-1, 41.wav,7.bmp,673,TRUE,1
1150,1,3,13,49,1+2+4,7,-4,11,FALSE,-1, 42.wav,11.bmp,494,TRUE,1
1150,1,3,14,56,2+4+1,7,-2,9,FALSE,-1, 43.wav,9.bmp,643,TRUE,1
1150,1,3,15,32,2+1+4,7,-4,11,FALSE,-1, 44.wav,11.bmp,464,TRUE,1
1150,1,3,16,52,4+1+2,7,-2,9,FALSE,-1, 45.wav,9.bmp,624,TRUE,1
1150,1,3,17,90,5+2+1,8,0,8,TRUE,-1, 46.wav,8.bmp,624,TRUE,1
1150,1,3,18,60,5+1+2,8,0,8,TRUE,-1, 47.wav,8.bmp,494,TRUE,1
1150,1,3,19,47,3+1+4,8,2,6,FALSE,-1, 48.wav,6.bmp,754,TRUE,1
1150,1,3,20,39,2+1+5,8,-4,12,FALSE,-1, 49.wav,12.bmp,444,TRUE,1
1150,1,3,21,43,1+5+2,8,0,8,TRUE,-1, 50.wav,8.bmp,574,TRUE,1
1150,1,3,22,44,1+4+3,8,0,8,TRUE,-1, 51.wav,8.bmp,534,TRUE,1
1150,1,3,23,87,1+2+5,8,2,6,FALSE,-1, 52.wav,6.bmp,674,TRUE,1
1150,1,3,24,34,3+4+1,8,-4,12,FALSE,-1, 53.wav,12.bmp,473,TRUE,1
1150,1,3,25,33,2+1+6,9,0,9,TRUE,-1, 54.wav,9.bmp,874,TRUE,1
1150,1,3,26,64,5+1+3,9,0,9,TRUE,-1, 55.wav,9.bmp,494,TRUE,1
1150,1,3,27,66,3+5+1,9,2,7,FALSE,-1, 56.wav,7.bmp,494,TRUE,1
1150,1,3,28,65,1+5+3,9,-4,13,FALSE,-1, 57.wav,13.bmp,485,TRUE,1
1150,1,3,29,85,1+6+2,9,0,9,TRUE,-1, 58.wav,9.bmp,565,TRUE,1
1150,1,3,30,82,3+2+4,9,0,9,TRUE,-1, 59.wav,9.bmp,534,TRUE,1
1150,1,3,31,71,1+3+5,9,2,7,FALSE,-1, 60.wav,7.bmp,624,TRUE,1
1150,1,3,32,36,1+2+6,9,-4,13,FALSE,-1, 61.wav,13.bmp,594,TRUE,1
1150,1,3,33,31,3+5+2,10,0,10,TRUE,-1, 62.wav,10.bmp,603,TRUE,1
1150,1,3,34,76,1+2+7,10,0,10,TRUE,-1, 63.wav,10.bmp,514,TRUE,1
1150,1,3,35,30,3+6+1,10,-2,12,FALSE,-1, 64.wav,12.bmp,664,TRUE,1
1150,1,3,36,84,2+1+7,10,4,6,FALSE,-1, 65.wav,6.bmp,515,TRUE,1
1150,1,3,37,70,7+2+1,10,0,10,TRUE,-1, 66.wav,10.bmp,624,TRUE,1
1150,1,3,38,63,1+5+4,10,0,10,TRUE,-1, 67.wav,10.bmp,563,TRUE,1
1150,1,3,39,62,6+3+1,10,-2,12,FALSE,-1, 68.wav,12.bmp,593,TRUE,1
1150,1,3,40,42,2+5+3,10,4,6,FALSE,-1, 69.wav,6.bmp,744,TRUE,1
1150,1,3,41,54,6+4+1,11,0,11,TRUE,-1, 70.wav,11.bmp,485,TRUE,1
1150,1,3,42,92,4+1+6,11,0,11,TRUE,-1, 71.wav,11.bmp,464,TRUE,1
1150,1,3,43,40,1+4+6,11,-2,13,FALSE,-1, 72.wav,13.bmp,414,TRUE,1
1150,1,3,44,78,3+6+2,11,4,7,FALSE,-1, 73.wav,7.bmp,584,TRUE,1
1150,1,3,45,81,2+6+3,11,0,11,TRUE,-1, 74.wav,11.bmp,524,TRUE,1
1150,1,3,46,59,6+1+4,11,0,11,TRUE,-1, 75.wav,11.bmp,434,TRUE,1
1150,1,3,47,89,4+6+1,11,-2,13,FALSE,-1, 76.wav,13.bmp,454,TRUE,1
1150,1,3,48,37,2+8+1,11,4,7,FALSE,-1, 77.wav,7.bmp,744,TRUE,1
1150,1,3,49,91,1+9+2,12,0,12,TRUE,-1, 78.wav,12.bmp,524,TRUE,1
1150,1,3,50,35,5+6+1,12,0,12,TRUE,-1, 79.wav,12.bmp,425,TRUE,1
1150,1,3,51,74,8+1+3,12,2,10,FALSE,-1, 80.wav,10.bmp,685,TRUE,1
1150,1,3,52,57,3+8+1,12,0,12,TRUE,-1, 81.wav,12.bmp,515,TRUE,1
1150,1,3,53,86,9+2+1,12,0,12,TRUE,-1, 82.wav,12.bmp,485,TRUE,1
1150,1,3,54,51,7+2+3,12,4,8,FALSE,-1, 83.wav,8.bmp,634,TRUE,1
1150,1,3,55,46,4+3+5,12,2,10,FALSE,-1, 84.wav,10.bmp,634,TRUE,1
1150,1,3,56,73,9+1+2,12,4,8,FALSE,-1, 85.wav,8.bmp,603,TRUE,1
1150,1,3,57,80,5+6+2,13,0,13,TRUE,-1, 86.wav,13.bmp,603,TRUE,1
1150,1,3,58,61,1+7+5,13,0,13,TRUE,-1, 87.wav,13.bmp,564,TRUE,1
1150,1,3,59,50,4+6+3,13,2,11,FALSE,-1, 88.wav,11.bmp,494,TRUE,1
1150,1,3,60,67,3+8+2,13,4,9,FALSE,-1, 89.wav,9.bmp,524,TRUE,1
1150,1,3,61,69,5+7+1,13,0,13,TRUE,-1, 90.wav,13.bmp,514,TRUE,1
1150,1,3,62,68,7+5+1,13,0,13,TRUE,-1, 91.wav,13.bmp,484,TRUE,1
1150,1,3,63,48,7+1+5,13,2,11,FALSE,-1, 92.wav,11.bmp,544,TRUE,1
1150,1,3,64,79,8+3+2,13,4,9,FALSE,-1, 93.wav,9.bmp,634,TRUE,1
1150,1,3,0,94,x,x,,x,inst,1,1,fin.bmp,39024,TRUE,
1150,1,4,0,95,x,x,,x,inst,1,1,getready.bmp,1579,TRUE,
1150,1,4,1,98,x,x,,1+3+6,x,-1, 96.wav,1+3+6e.bmp,1704,TRUE,
1150,1,4,2,12,x,x,,2+3+5,x,-1, 97.wav,2+3+5e.bmp,1934,TRUE,
1150,1,4,3,11,x,x,,4+5+1,x,-1, 98.wav,4+5+1e.bmp,1134,TRUE,
1150,1,4,4,13,x,x,,1+7+2,x,-1, 99.wav,1+7+2e.bmp,1695,TRUE,
1150,1,4,5,18,x,x,,3+7+1,x,-1, 100.wav,3+7+1e.bmp,1334,TRUE,
1150,1,4,0,101,x,x,,x,inst,1,1,fin.bmp,4707,TRUE,
1150,1,5,0,102,x,x,,x,inst,1,1,getready.bmp,1095,TRUE,
1150,1,5,1,112,x,x,,9-2-1e,x,-1, 103.wav,9-2-1e.bmp,4004,TRUE,
1150,1,5,2,117,x,x,,3-2-1e,x,-1, 104.wav,3-2-1e.bmp,1264,TRUE,
1150,1,5,3,178,x,x,,6-2-1e,x,-1, 105.wav,6-2-1e.bmp,1474,TRUE,
1150,1,5,4,110,x,x,,6-4-1e,x,-1, 106.wav,6-4-1e.bmp,1414,TRUE,
1150,1,5,0,107,x,x,,x,inst,1,1,fin.bmp,17784,TRUE,
1150,1,5,0,108,x,x,,x,inst,1,1,getready.bmp,448,TRUE,
1150,1,5,5,180,x,x,,4-1-2e,x,-1, 109.wav,4-1-2e.bmp,1344,TRUE,
1150,1,5,6,106,x,x,,5-1-2e,x,-1, 110.wav,5-1-2e.bmp,3204,TRUE,
1150,1,5,7,119,x,x,,6-3-1e,x,-1, 111.wav,6-3-1e.bmp,1923,TRUE,
1150,1,5,8,116,x,x,,9-3-5e,x,-1, 112.wav,9-3-5e.bmp,1385,TRUE,
1150,1,5,9,179,x,x,,6-1-3e,x,-1, 113.wav,6-1-3e.bmp,1114,TRUE,
1150,1,5,10,111,x,x,,7-2-2e,x,-1, 114.wav,7-2-2e.bmp,1675,TRUE,
1150,1,5,11,114,x,x,,6-2-3e,x,-1, 115.wav,6-2-3e.bmp,1754,TRUE,
1150,1,5,12,104,x,x,,9-3-6e,x,-1, 116.wav,9-3-6e.bmp,1595,TRUE,
1150,1,5,13,103,x,x,,6-2-4e,x,-1, 117.wav,6-2-4e.bmp,3113,TRUE,
1150,1,5,14,115,x,x,,4-1-3e,x,-1, 118.wav,4-1-3e.bmp,1124,TRUE,
1150,1,5,15,181,x,x,,8-2-3e,x,-1, 119.wav,8-2-3e.bmp,1284,TRUE,
1150,1,5,0,120,x,x,,x,inst,1,1,fin.bmp,41358,TRUE,
1150,1,6,0,121,x,x,,x,inst,1,1,getready.bmp,1054,TRUE,
